admin_id,population,source
BG-PR,121294,ghs-pop-e2020
BG-PE,228801,ghs-pop-e2020
BG-PL,687489,ghs-pop-e2020
BG-RA,104970,ghs-pop-e2020
BG-RU,205884,ghs-pop-e2020
BG-SH,161156,ghs-pop-e2020
BG-SI,104210,ghs-pop-e2020
BG-SL,179331,ghs-pop-e2020
BG-SM,107559,ghs-pop-e2020
BG-SO,229580,ghs-pop-e2020
BG-SZ,304143,ghs-pop-e2020
BG-TA,107634,ghs-pop-e2020
BG-VA,485541,ghs-pop-e2020
BG-VI,80022,ghs-pop-e2020
BG-VR,148095,ghs-pop-e2020
BG-VT,228832,ghs-pop-e2020
BG-YA,113041,ghs-pop-e2020
BH-CA,705413,ghs-pop-e2020
BH-MU,209760,ghs-pop-e2020
BH-NO,213555,ghs-pop-e2020
BH-SO,171451,ghs-pop-e2020
BI-BB,473849,ghs-pop-e2020
BI-BL,718388,ghs-pop-e2020
BI-BM,973902,ghs-pop-e2020
BI-BR,934651,ghs-pop-e2020
BI-CA,377747,ghs-pop-e2020
BI-CI,666647,ghs-pop-e2020
BI-GI,1004849,ghs-pop-e2020
BI-KI,963105,ghs-pop-e2020
BI-KR,595443,ghs-pop-e2020
BI-KY,925365,ghs-pop-e2020
BI-MA,634361,ghs-pop-e2020
BI-MU,404141,ghs-pop-e2020
BI-MW,393387,ghs-pop-e2020
BI-MY,1044547,ghs-pop-e2020
BI-NG,874396,ghs-pop-e2020
BI-RT,572533,ghs-pop-e2020
BI-RY,656552,ghs-pop-e2020
BJ-AL,1159743,ghs-pop-e2020
BJ-AQ,1841118,ghs-pop-e2020
BJ-AT,1007680,ghs-pop-e2020
BJ-BO,1639529,ghs-pop-e2020
BJ-CO,832386,ghs-pop-e2020
BJ-DO,683679,ghs-pop-e2020
BJ-KO,876745,ghs-pop-e2020
BJ-LI,865272,ghs-pop-e2020
BJ-MO,564981,ghs-pop-e2020
BJ-OU,1328974,ghs-pop-e2020
BJ-PL,756936,ghs-pop-e2020
BJ-ZO,1018369,ghs-pop-e2020
BL-AV,3811,ghs-pop-e2020
BL-SL,4601,ghs-pop-e2020
BM-DE,5182,ghs-pop-e2020
BM-HA,5532,ghs-pop-e2020
BM-HM,1165,ghs-pop-e2020
BM-PA,5804,ghs-pop-e2020
BM-PE,6964,ghs-pop-e2020
BM-SA,4787,ghs-pop-e2020
BM-SG,3623,ghs-pop-e2020
BM-SI,874,ghs-pop-e2020
BM-SM,4263,ghs-pop-e2020
BM-SO,4772,ghs-pop-e2020
BM-WA,7367,ghs-pop-e2020
BN-BE,60252,ghs-pop-e2020
BN-BM,317626,ghs-pop-e2020
BN-TE,8764,ghs-pop-e2020
BN-TU,45677,ghs-pop-e2020
BO-BE,458223,ghs-pop-e2020
BO-CH,637815,ghs-pop-e2020
BO-CO,2092615,ghs-pop-e2020
BO-OR,611024,ghs-pop-e2020
BO-PA,3148437,ghs-pop-e2020
BO-PN,181471,ghs-pop-e2020
BO-PO,930167,ghs-pop-e2020
BO-SC,3304323,ghs-pop-e2020
BO-TA,607547,ghs-pop-e2020
BQ-BO,18250,ghs-pop-e2020
BQ-SA,1926,ghs-pop-e2020
BQ-SE,4720,ghs-pop-e2020
BR-AC,905928,ghs-pop-e2020
BR-AL,3354850,ghs-pop-e2020
BR-AM,4305777,ghs-pop-e2020
BR-AP,877650,ghs-pop-e2020
BR-BA,15075249,ghs-pop-e2020
BR-CE,9358228,ghs-pop-e2020
BR-DF,3278053,ghs-pop-e2020
BR-ES,4060022,ghs-pop-e2020
BR-GO,7349705,ghs-pop-e2020
BR-MA,7399627,ghs-pop-e2020
BR-MG,21504351,ghs-pop-e2020
BR-MS,2847212,ghs-pop-e2020
BR-MT,3569676,ghs-pop-e2020
BR-PA,9000870,ghs-pop-e2020
BR-PB,4091108,ghs-pop-e2020
BR-PE,9820018,ghs-pop-e2020
BR-PI,3407485,ghs-pop-e2020
BR-PR,11318442,ghs-pop-e2020
BR-RJ,17294357,ghs-pop-e2020
BR-RN,3606708,ghs-pop-e2020
BR-RO,1752331,ghs-pop-e2020
BR-RR,581133,ghs-pop-e2020
BR-RS,11241939,ghs-pop-e2020
BR-SC,7106510,ghs-pop-e2020
BR-SE,2426985,ghs-pop-e2020
BR-SP,45176711,ghs-pop-e2020
BR-TO,1652297,ghs-pop-e2020
BS-AK,492,ghs-pop-e2020
BS-BI,671,ghs-pop-e2020
BS-BP,1394,ghs-pop-e2020
BS-BY,441,ghs-pop-e2020
BS-CE,1333,ghs-pop-e2020
BS-CI,910,ghs-pop-e2020
BS-CK,231,ghs-pop-e2020
BS-CO,8868,ghs-pop-e2020
BS-CS,325,ghs-pop-e2020
BS-EG,970,ghs-pop-e2020
BS-EX,6014,ghs-pop-e2020
BS-FP,11474,ghs-pop-e2020
BS-GC,42,ghs-pop-e2020
BS-HI,885,ghs-pop-e2020
BS-HT,1863,ghs-pop-e2020
BS-IN,554,ghs-pop-e2020
BS-LI,2466,ghs-pop-e2020
BS-MC,444,ghs-pop-e2020
BS-MG,217,ghs-pop-e2020
BS-MI,288,ghs-pop-e2020
BS-NE,2368,ghs-pop-e2020
BS-NO,1289,ghs-pop-e2020
BS-NP,284180,ghs-pop-e2020
BS-NS,3910,ghs-pop-e2020
BS-RC,69,ghs-pop-e2020
BS-RI,42,ghs-pop-e2020
BS-SA,675,ghs-pop-e2020
BS-SE,1748,ghs-pop-e2020
BS-SO,756,ghs-pop-e2020
BS-SS,560,ghs-pop-e2020
BS-SW,459,ghs-pop-e2020
BS-WG,33901,ghs-pop-e2020
BT-BU,20019,ghs-pop-e2020
BT-CH,154123,ghs-pop-e2020
BT-DA,29035,ghs-pop-e2020
BT-GA,3250,ghs-pop-e2020
BT-HA,15213,ghs-pop-e2020
BT-LH,17256,ghs-pop-e2020
BT-MO,48088,ghs-pop-e2020
BT-PA,43818,ghs-pop-e2020
BT-PG,26060,ghs-pop-e2020
BT-PU,24215,ghs-pop-e2020
BT-SA,72932,ghs-pop-e2020
BT-SJ,46410,ghs-pop-e2020
BT-SR,48174,ghs-pop-e2020
BT-TH,93842,ghs-pop-e2020
BT-TO,17057,ghs-pop-e2020
BT-TR,60357,ghs-pop-e2020
BT-TS,23731,ghs-pop-e2020
BT-TY,20722,ghs-pop-e2020
BT-WP,44686,ghs-pop-e2020
BT-ZH,22975,ghs-pop-e2020
BW-CE,688677,ghs-pop-e2020
BW-CH,29744,ghs-pop-e2020
BW-FR,124282,ghs-pop-e2020
BW-GA,244021,ghs-pop-e2020
BW-GH,58525,ghs-pop-e2020
BW-JW,5356,ghs-pop-e2020
BW-KG,62284,ghs-pop-e2020
BW-KL,121993,ghs-pop-e2020
BW-KW,407182,ghs-pop-e2020
BW-LO,82949,ghs-pop-e2020
BW-NE,82899,ghs-pop-e2020
BW-NW,192439,ghs-pop-e2020
BW-SE,125476,ghs-pop-e2020
BW-SO,255870,ghs-pop-e2020
BW-SP,60460,ghs-pop-e2020
BW-ST,2543,ghs-pop-e2020
BY-BR,1445339,ghs-pop-e2020
BY-GO,1480903,ghs-pop-e2020
BY-GR,1056975,ghs-pop-e2020
BY-MI,1171746,ghs-pop-e2020
BY-MN,2169525,ghs-pop-e2020
BY-MO,1064774,ghs-pop-e2020
BY-VI,1247598,ghs-pop-e2020
BZ-BZ,112596,ghs-pop-e2020
BZ-CO,44911,ghs-pop-e2020
BZ-CY,97533,ghs-pop-e2020
BZ-OW,44895,ghs-pop-e2020
BZ-SC,41594,ghs-pop-e2020
BZ-TO,31085,ghs-pop-e2020
CA-AB,4619971,ghs-pop-e2020
CA-BC,4899822,ghs-pop-e2020
CA-MB,1374360,ghs-pop-e2020
CA-NB,778829,ghs-pop-e2020
CA-NL,486154,ghs-pop-e2020
CA-NS,923806,ghs-pop-e2020
CA-NT,42038,ghs-pop-e2020
CA-NU,29845,ghs-pop-e2020
CA-ON,14317520,ghs-pop-e2020
CA-PE,143130,ghs-pop-e2020
CA-QC,8258939,ghs-pop-e2020
CA-SK,1235499,ghs-pop-e2020
CA-YT,42431,ghs-pop-e2020
CD-BC,3915747,ghs-pop-e2020
CD-BU,1165902,ghs-pop-e2020
CD-EQ,1891579,ghs-pop-e2020
CD-HK,7239305,ghs-pop-e2020
CD-HL,5954123,ghs-pop-e2020
CD-HU,1632252,ghs-pop-e2020
CD-IT,4813028,ghs-pop-e2020
CD-KC,5520226,ghs-pop-e2020
CD-KE,4361490,ghs-pop-e2020
CD-KG,1834166,ghs-pop-e2020
CD-KL,3509571,ghs-pop-e2020
CD-KN,10509300,ghs-pop-e2020
CD-KS,4783473,ghs-pop-e2020
CD-LO,3198317,ghs-pop-e2020
CD-LU,2994643,ghs-pop-e2020
CD-MA,2361332,ghs-pop-e2020
CD-MN,1325367,ghs-pop-e2020
CD-MO,1784194,ghs-pop-e2020
CD-NK,7227687,ghs-pop-e2020
CD-NU,1207909,ghs-pop-e2020
CD-SA,151897,ghs-pop-e2020
CD-SK,4880053,ghs-pop-e2020
CD-SU,2322273,ghs-pop-e2020
CD-TA,4138305,ghs-pop-e2020
CD-TO,2823923,ghs-pop-e2020
CD-TU,1294129,ghs-pop-e2020
CF-AC,505675,ghs-pop-e2020
CF-BA,320672,ghs-pop-e2020
CF-BB,58714,ghs-pop-e2020
CF-BK,338005,ghs-pop-e2020
CF-HK,121988,ghs-pop-e2020
CF-HM,78200,ghs-pop-e2020
CF-HS,484120,ghs-pop-e2020
CF-KG,159539,ghs-pop-e2020
CF-LB,334962,ghs-pop-e2020
CF-MB,222626,ghs-pop-e2020
CF-MP,1069465,ghs-pop-e2020
CF-NG,159032,ghs-pop-e2020
CF-NM,317876,ghs-pop-e2020
CF-OP,587621,ghs-pop-e2020
CF-SE,150777,ghs-pop-e2020
CF-UK,376834,ghs-pop-e2020
CF-VK,75444,ghs-pop-e2020
CG-BOU,248683,ghs-pop-e2020
CG-BZV,2361563,ghs-pop-e2020
CG-CUO,152999,ghs-pop-e2020
CG-CUV,162553,ghs-pop-e2020
CG-KOU,600941,ghs-pop-e2020
CG-LEK,145391,ghs-pop-e2020
CG-LIK,977178,ghs-pop-e2020
CG-NIA,144565,ghs-pop-e2020
CG-PLA,111195,ghs-pop-e2020
CG-PON,285293,ghs-pop-e2020
CG-POO,428403,ghs-pop-e2020
CG-SAN,101304,ghs-pop-e2020
CH-AG,677664,ghs-pop-e2020
CH-AI,17231,ghs-pop-e2020
CH-AR,55164,ghs-pop-e2020
CH-BE,1024466,ghs-pop-e2020
CH-BL,280717,ghs-pop-e2020
CH-BS,174133,ghs-pop-e2020
CH-FR,332839,ghs-pop-e2020
CH-GE,508149,ghs-pop-e2020
CH-GL,40014,ghs-pop-e2020
CH-GR,211929,ghs-pop-e2020
CH-JU,72314,ghs-pop-e2020
CH-LU,420632,ghs-pop-e2020
CH-NE,180712,ghs-pop-e2020
CH-NW,41516,ghs-pop-e2020
CH-OW,39796,ghs-pop-e2020
CH-SG,513787,ghs-pop-e2020
CH-SH,76881,ghs-pop-e2020
CH-SO,268750,ghs-pop-e2020
CH-SZ,169172,ghs-pop-e2020
CH-TG,264960,ghs-pop-e2020
CH-TI,367549,ghs-pop-e2020
CH-UR,36532,ghs-pop-e2020
CH-VD,824466,ghs-pop-e2020
CH-VS,367538,ghs-pop-e2020
CH-ZG,131183,ghs-pop-e2020
CH-ZH,1505317,ghs-pop-e2020
CI-AB,5730689,ghs-pop-e2020
CI-BS,2686866,ghs-pop-e2020
CI-CM,1375680,ghs-pop-e2020
CI-DN,336789,ghs-pop-e2020
CI-GD,1902151,ghs-pop-e2020
CI-LC,1451373,ghs-pop-e2020
CI-LG,1588358,ghs-pop-e2020
CI-MG,2855831,ghs-pop-e2020
CI-SM,2729312,ghs-pop-e2020
CI-SV,1976573,ghs-pop-e2020
CI-VB,1631857,ghs-pop-e2020
CI-WR,1027774,ghs-pop-e2020
CI-YM,407110,ghs-pop-e2020
CI-ZZ,1044475,ghs-pop-e2020
CK-AI,2710,ghs-pop-e2020
CK-AT,629,ghs-pop-e2020
CK-MA,655,ghs-pop-e2020
CK-MI,187,ghs-pop-e2020
CK-MK,279,ghs-pop-e2020
CK-MN,59,ghs-pop-e2020
CK-PA,75,ghs-pop-e2020
CK-PE,79,ghs-pop-e2020
CK-PU,348,ghs-pop-e2020
CK-RA,7681,ghs-pop-e2020
CK-RK,16,ghs-pop-e2020
CL-AG,120236,ghs-pop-e2020
CL-AN,583737,ghs-pop-e2020
CL-AP,162062,ghs-pop-e2020
CL-AR,1094851,ghs-pop-e2020
CL-AT,317820,ghs-pop-e2020
CL-BB,1723354,ghs-pop-e2020
CL-CO,841757,ghs-pop-e2020
CL-LG,1006711,ghs-pop-e2020
CL-LL,949274,ghs-pop-e2020
CL-LR,395660,ghs-pop-e2020
CL-MA,158685,ghs-pop-e2020
CL-ML,1137939,ghs-pop-e2020
CL-NB,490603,ghs-pop-e2020
CL-SM,7692674,ghs-pop-e2020
CL-TA,191170,ghs-pop-e2020
CL-VS,1991225,ghs-pop-e2020
CM-AD,1307890,ghs-pop-e2020
CM-CE,5848910,ghs-pop-e2020
CM-EN,4347565,ghs-pop-e2020
CM-ES,980315,ghs-pop-e2020
CM-LT,4537469,ghs-pop-e2020
CM-NO,2776312,ghs-pop-e2020
CM-NW,2118077,ghs-pop-e2020
CM-OU,1967938,ghs-pop-e2020
CM-SU,882319,ghs-pop-e2020
CM-SW,1721886,ghs-pop-e2020
CN-AH,62298793,ghs-pop-e2020
CN-BJ,23109207,ghs-pop-e2020
CN-CQ,32059651,ghs-pop-e2020
CN-FJ,38118072,ghs-pop-e2020
CN-GD,117834492,ghs-pop-e2020
CN-GS,25550422,ghs-pop-e2020
CN-GX,48210904,ghs-pop-e2020
CN-GZ,34713596,ghs-pop-e2020
CN-HA,98394140,ghs-pop-e2020
CN-HB,56215685,ghs-pop-e2020
CN-HE,77038708,ghs-pop-e2020
CN-HI,9409348,ghs-pop-e2020
CN-HK,7055869,ghs-pop-e2020
CN-HL,39517991,ghs-pop-e2020
CN-HN,68773770,ghs-pop-e2020
CN-JL,27735649,ghs-pop-e2020
CN-JS,89496410,ghs-pop-e2020
CN-JX,49609804,ghs-pop-e2020
CN-LN,45107555,ghs-pop-e2020
CN-MO,591615,ghs-pop-e2020
CN-NH,7212435,ghs-pop-e2020
CN-NM,26043995,ghs-pop-e2020
CN-QH,6389738,ghs-pop-e2020
CN-SC,78138814,ghs-pop-e2020
CN-SD,99113020,ghs-pop-e2020
CN-SH,30740838,ghs-pop-e2020
CN-SN,38872694,ghs-pop-e2020
CN-SX,39197577,ghs-pop-e2020
CN-TJ,15703028,ghs-pop-e2020
CN-XU,25393606,ghs-pop-e2020
CN-XZ,3275604,ghs-pop-e2020
CN-YN,48400290,ghs-pop-e2020
CN-ZJ,59929312,ghs-pop-e2020
CO-AM,107078,ghs-pop-e2020
CO-AN,6108070,ghs-pop-e2020
CO-AR,348836,ghs-pop-e2020
CO-AS,61000,dane-2018-approx
CO-AT,2629751,ghs-pop-e2020
CO-BD,7743955,dane-2020
CO-BO,2357283,ghs-pop-e2020
CO-BY,1168261,ghs-pop-e2020
CO-CA,1385829,ghs-pop-e2020
CO-CE,1093863,ghs-pop-e2020
CO-CH,475718,ghs-pop-e2020
CO-CL,892305,ghs-pop-e2020
CO-CO,1863488,ghs-pop-e2020
CO-CQ,533352,ghs-pop-e2020
CO-CS,635524,ghs-pop-e2020
CO-CU,3074900,ghs-pop-e2020
CO-GJ,1042172,ghs-pop-e2020
CO-GU,78324,ghs-pop-e2020
CO-GV,135705,ghs-pop-e2020
CO-HU,1144394,ghs-pop-e2020
CO-MA,1168308,ghs-pop-e2020
CO-ME,907178,ghs-pop-e2020
CO-NA,1615971,ghs-pop-e2020
CO-NS,1332736,ghs-pop-e2020
CO-PU,407891,ghs-pop-e2020
CO-QU,594374,ghs-pop-e2020
CO-RI,929531,ghs-pop-e2020
CO-SA,2266253,ghs-pop-e2020
CO-SU,811691,ghs-pop-e2020
CO-TO,1336349,ghs-pop-e2020
CO-VA,4806001,ghs-pop-e2020
CO-VI,73188,ghs-pop-e2020
CO-VP,71949,ghs-pop-e2020
CR-AL,1131236,ghs-pop-e2020
CR-CA,549002,ghs-pop-e2020
CR-GU,389070,ghs-pop-e2020
CR-HE,528938,ghs-pop-e2020
CR-LI,429726,ghs-pop-e2020
CR-PU,450633,ghs-pop-e2020
CR-SJ,1617481,ghs-pop-e2020
CU-CE,431562,ghs-pop-e2020
CU-CH,2089640,ghs-pop-e2020
CU-CI,399322,ghs-pop-e2020
CU-CA,764485,ghs-pop-e2020
CU-GR,827903,ghs-pop-e2020
CU-GU,494341,ghs-pop-e2020
CU-HA,359419,ghs-pop-e2020
CU-HO,1020630,ghs-pop-e2020
CU-IJ,81864,ghs-pop-e2020
CU-MA,684296,ghs-pop-e2020
CU-MY,377933,ghs-pop-e2020
CU-PR,713000,ghs-pop-e2020
CU-SC,1052207,ghs-pop-e2020
CU-SS,464780,ghs-pop-e2020
CU-TU,529689,ghs-pop-e2020
CU-VC,774278,ghs-pop-e2020
CV-BR,5773,ghs-pop-e2020
CV-BV,14354,ghs-pop-e2020
CV-CA,42171,ghs-pop-e2020
CV-CF,19157,ghs-pop-e2020
CV-CR,9718,ghs-pop-e2020
CV-MA,6237,ghs-pop-e2020
CV-MO,5779,ghs-pop-e2020
CV-PA,16235,ghs-pop-e2020
CV-PN,6958,ghs-pop-e2020
CV-PR,16781,ghs-pop-e2020
CV-RB,8121,ghs-pop-e2020
CV-RG,20853,ghs-pop-e2020
CV-RS,8834,ghs-pop-e2020
CV-SD,16983,ghs-pop-e2020
CV-SF,15880,ghs-pop-e2020
CV-SL,24047,ghs-pop-e2020
CV-SM,6358,ghs-pop-e2020
CV-SO,154001,ghs-pop-e2020
CV-SS,23400,ghs-pop-e2020
CV-SV,88924,ghs-pop-e2020
CV-TA,33078,ghs-pop-e2020
CV-TS,4180,ghs-pop-e2020
CY-FA,42194,ghs-pop-e2020
CY-LA,132219,ghs-pop-e2020
CY-LI,252689,ghs-pop-e2020
CY-NI,327019,ghs-pop-e2020
CY-PA,108363,ghs-pop-e2020
CZ-JH,619379,ghs-pop-e2020
CZ-JI,1170773,ghs-pop-e2020
CZ-KA,288905,ghs-pop-e2020
CZ-KR,538151,ghs-pop-e2020
CZ-KV,504082,ghs-pop-e2020
CZ-LI,426379,ghs-pop-e2020
CZ-MO,1151963,ghs-pop-e2020
CZ-OL,597661,ghs-pop-e2020
