admin2_id,name,type,admin2_id_admin1,admin2_id_source
DE-HE,Hessen,State,,anchor
DE-HH,Hamburg,State,,anchor
DE-MV,Mecklenburg-Vorpommern,State,,anchor
DE-NI,Niedersachsen,State,,anchor
DE-NW,Nordrhein-Westfalen,State,,anchor
DE-RP,Rheinland-Pfalz,State,,anchor
DE-SH,Schleswig-Holstein,State,,anchor
DE-SL,Saarland,State,,anchor
DE-SN,Sachsen,State,,anchor
DE-ST,Sachsen-Anhalt,State,,anchor
DE-TH,Thüringen,State,,anchor
DJ-AR,Arta,Region,,anchor
DJ-AS,Ali Sabieh,Region,,anchor
DJ-DI,Dikhil,Region,,anchor
DJ-DJ,Djiboutii,Region,,name
DJ-OB,Obock,Region,,anchor
DJ-TA,Tadjoura,Region,,name
DK-HO,Hovedstaden,Region,,name
DK-MI,Midtjylland,Region,,name
DK-NO,Nordjylland,Region,,name
DK-SL,Sjælland,Region,,initials
DK-SY,Syddanmark,Region,,name
DM-SAA,Saint Andrew,Parish,,compound
DM-SAD,Saint David,Parish,,compound
DM-SAG,Saint George,Parish,,compound
DM-SAJ,Saint John,Parish,,compound
DM-SAL,Saint Luke,Parish,,compound
DM-SAM,Saint Mark,Parish,,compound
DM-SAP,Saint Paul,Parish,,compound
DM-SJO,Saint Joseph,Parish,,compound.alt
DM-SPA,Saint Patrick,Parish,,compound.alt
DM-SPE,Saint Peter,Parish,,compound.alt
DO-AL,La Altagracia,Province,,name
DO-AZ,Azua,Province,,name
DO-BA,Barahona,Province,,name
DO-BH,Bahoruco,Province,,skeleton
DO-DA,Dajabón,Province,,name
DO-DN,Distrito Nacional,National District,,initials
DO-DU,Duarte,Province,,name
DO-ES,Espaillat,Province,,name
DO-ET,La Estrelleta,Province,,any2
DO-HM,Hato Mayor,Province,,initials
DO-IN,Independencia,Province,,name
DO-MC,Monte Cristi,Province,,initials
DO-MN,Monseñor Nouel,Province,,initials
DO-MP,Monte Plata,Province,,initials
DO-MT,María Trinidad Sánchez,Province,,initials
DO-PD,Pedernales,Province,,skeleton
DO-PE,Peravia,Province,,name
DO-PP,Puerto Plata,Province,,initials
DO-RO,La Romana,Province,,name
DO-SA,Santiago,Province,,name
DO-SC,San Cristóbal,Province,,initials
DO-SD,Santo Domingo,Province,,initials
DO-SE,El Seybo,Province,,name
DO-SJ,San Juan,Province,,initials
DO-SL,Salcedo,Province,,skeleton
DO-SM,Samaná,Province,,skeleton
DO-SN,San José de Ocoa,Province,,any2
DO-SP,San Pedro de Macorís,Province,,initials
DO-SR,Sánchez Ramírez,Province,,initials
DO-ST,Santiago Rodríguez,Province,,any2
DO-VA,Valverde,Province,,name
DO-VE,La Vega,Province,,name
DZ-AD,Aïn Defla,Province,,initials
DZ-AL,Alger,Province,,name
DZ-AN,Annaba,Province,,name
DZ-AR,Adrar,Province,,any2
DZ-AT,Aïn Témouchent,Province,,initials
DZ-BA,Batna,Province,,name
DZ-BB,Bordj Bou Arréridj,Province,,initials
DZ-BC,Béchar,Province,,skeleton
DZ-BE,Béjaïa,Province,,name
DZ-BI,Biskra,Province,,name
DZ-BL,Blida,Province,,name
DZ-BO,Boumerdès,Province,,name
DZ-BR,Bouira,Province,,skeleton
DZ-CH,Chlef,Province,,name
DZ-CO,Constantine,Province,,name
DZ-DJ,Djelfa,Province,,name
DZ-EB,El Bayadh,Province,,initials
DZ-EO,El Oued,Province,,initials
DZ-ET,El Tarf,Province,,initials
DZ-GH,Ghardaïa,Province,,name
DZ-GU,Guelma,Province,,name
DZ-IL,Illizi,Province,,name
DZ-JI,Jijel,Province,,name
DZ-KH,Khenchela,Province,,name
DZ-LA,Laghouat,Province,,name
DZ-MA,Mascara,Province,,name
DZ-ME,Médéa,Province,,name
DZ-MI,Mila,Province,,name
DZ-MO,Mostaganem,Province,,name
DZ-MS,M'Sila,Province,,compound
DZ-NA,Naâma,Province,,name
DZ-OE,Oum el Bouaghi,Province,,initials
DZ-OR,Oran,Province,,name
DZ-OU,Ouargla,Province,,name
DZ-RE,Relizane,Province,,name
DZ-SA,Souk Ahras,Province,,initials
DZ-SB,Sidi Bel Abbès,Province,,initials
DZ-SD,Saïda,Province,,skeleton
DZ-SE,Sétif,Province,,name
DZ-SK,Skikda,Province,,name
DZ-TA,Tamanghasset,Province,,name
DZ-TE,Tébessa,Province,,name
DZ-TI,Tiaret,Province,,name
DZ-TL,Tlemcen,Province,,name
DZ-TN,Tindouf,Province,,skeleton
DZ-TO,Tizi Ouzou,Province,,initials
DZ-TP,Tipaza,Province,,skeleton
DZ-TS,Tissemsilt,Province,,skeleton
EC-AZ,Azuay,Province,,name
EC-BO,Bolivar,Province,,name
EC-CA,Cañar,Province,,name
EC-CH,Chimborazo,Province,,name
EC-CO,Cotopaxi,Province,,name
EC-CR,Carchi,Province,,skeleton
EC-ES,Esmeraldas,Province,,name
EC-GA,Galápagos,Province,,name
EC-GU,Guayas,Province,,name
EC-IM,Imbabura,Province,,name
EC-LO,Loja,Province,,name
EC-MA,Manabi,Province,,name
EC-MS,Morona Santiago,Province,,initials
EC-NA,Napo,Province,,name
EC-OE,Orellana,Province,,any2
EC-OR,El Oro,Province,,name
EC-PA,Pastaza,Province,,name
EC-PI,Pichincha,Province,,name
EC-RI,Los Rios,Province,,name
EC-SD,Santo Domingo de los Tsachilas,Province,,anchor
EC-SE,Santa Elena,Province,,anchor
EC-SU,Sucumbios,Province,,name
EC-TU,Tungurahua,Province,,name
EC-ZC,Zamora Chinchipe,Province,,initials
EE-HA,Harju,County,,name
EE-HI,Hiiu,County,,name
EE-IV,Ida-Viru,County,,initials
EE-JA,Järva,County,,name
EE-JO,Jõgeva,County,,name
EE-LA,Lääne,County,,name
EE-LV,Lääne-Viru,County,,initials
EE-PA,Pärnu,County,,name
EE-PO,Põlva,County,,name
EE-RA,Rapla,County,,name
EE-SA,Saare,County,,name
EE-TA,Tartu,County,,name
EE-VA,Valga,County,,name
EE-VI,Viljandi,County,,name
EE-VO,Võru,County,,name
EG-AS,Asyut,Governorate,,name
EG-AW,Aswan,Governorate,,any2
EG-BA,Al Bahr al Ahmar,Governorate,,anchor
EG-BH,Al Buhayrah,Governorate,,anchor
EG-BS,Bani Suwayf,Governorate,,initials
EG-BU,Bur Sa`id,Governorate,,any2
EG-DK,Ad Daqahliyah,Governorate,,anchor
EG-DT,Dumyat,Governorate,,anchor
EG-FA,Al Fayyum,Governorate,,name
EG-GH,Al Gharbiyah,Governorate,,anchor
EG-GZ,Al Jizah,Governorate,,anchor
EG-II,Al Isma`iliyah,Governorate,,initials
EG-IS,Al Iskandariyah,Governorate,,name
EG-JS,Janub Sina',Governorate,,anchor
EG-KB,Al Qalyubiyah,Governorate,,anchor
EG-KN,Qina,Governorate,,anchor
EG-KS,Kafr ash Shaykh,Governorate,,initials
EG-LX,Al Uqsur,Governorate,,anchor
EG-MA,Matrouh,Governorate,,name
EG-MI,Al Minufiyah,Governorate,,name
EG-MN,Al Minya,Governorate,,anchor
EG-QA,Al Qahirah,Governorate,,name
EG-SH,Ash Sharqiyah,Governorate,,name
EG-SS,Shamal Sina',Governorate,,initials
EG-SU,Suhaj,Governorate,,name
EG-SW,As Suways,Governorate,,skeleton
EG-WJ,Al Wadi al Jadid,Governorate,,initials
EH-BO,Boujdour,Province,,name
EH-ES,Es Semara,Province,,initials
EH-LA,Laayoune,Province,,name
EH-OE,Oued el Dahab,Province,,initials
ER-AN,Anseba,Region,,anchor
ER-DK,Debubawi Keyih Bahri,Region,,initials
ER-DU,Debub,Region,,anchor
ER-GB,Gash Barka,Region,,anchor
ER-MA,Maekel,Region,,name
ER-SK,Semenawi Keyih Bahri,Region,,initials
ES-AN,Andalucía,Autonomous Community,,anchor
ES-AR,Aragón,Autonomous Community,,anchor
ES-CA,Cataluña,Autonomous Community,,name
ES-CB,Cantabria,Autonomous Community,,anchor
ES-CE,Ceuta y Melilla,Autonomous City,,any2
ES-CF,Comunidad Foral de Navarra,Autonomous Community,,initials
ES-CL,Castilla y León,Autonomous Community,,anchor
ES-CM,Castilla-La Mancha,Autonomous Community,,anchor
ES-CN,Islas Canarias,Autonomous Community,,anchor
ES-CV,Comunidad Valenciana,Autonomous Community,,initials
ES-EX,Extremadura,Autonomous Community,,anchor
ES-GA,Galicia,Autonomous Community,,anchor
ES-IB,Islas Baleares,Autonomous Community,,initials
ES-MC,Región de Murcia,Autonomous Community,,anchor
ES-MD,Comunidad de Madrid,Autonomous Community,,anchor
ES-PA,Principado de Asturias,Autonomous Community,,preposition.significant
ES-PV,País Vasco,Autonomous Community,,anchor
ES-RI,La Rioja,Autonomous Community,,anchor
ET-AA,Addis Abeba,City,,initials
ET-AF,Afar,State,,anchor
ET-AM,Amhara,State,,name
ET-BG,Benshangul-Gumaz,State,,initials
ET-DD,Dire Dawa,City,,anchor
ET-GP,Gambela Peoples,State,,initials
ET-HP,Harari People,State,,initials
ET-OR,Oromia,State,,name
ET-SN,"Southern Nations, Nationalities",State,,initials
ET-SO,Somali,State,,name
ET-TI,Tigray,State,,anchor
FI-IS,Eastern Finland,Province,,anchor
FI-LL,Lapland,Province,,anchor
FI-LS,Western Finland,Province,,anchor
FI-OL,Oulu,Province,,anchor
FI-SF,Southern Finland,Province,,initials
FJ-CE,Central,Division,,name
FJ-EA,Eastern,Division,,name
FJ-NO,Northern,Division,,name
FJ-RO,Rotuma,Division,,name
FJ-WE,Western,Division,,name
FM-CH,Chuuk,State,,name
FM-KO,Kosrae,State,,name
FM-PO,Pohnpei,State,,name
FM-YA,Yap,State,,name
FO-EY,Eysturoyar,Region,,name
FO-NE,Norderøerne,Region,,initials
FO-SA,Sandoyar,Region,,name
FO-ST,Streymoyar,Region,,name
FO-SU,Suðuroyar,Region,,initials
FO-VA,Vågø,Region,,name
FR-AR,Auvergne-Rhône-Alpes,Region,,initials
FR-BF,Bourgogne-Franche-Comté,Region,,initials
FR-BR,Bretagne,Region,,name
FR-CO,Corse,Region,,name
FR-CV,Centre-Val de Loire,Region,,initials
FR-GE,Grand Est,Region,,qualifier
FR-HF,Hauts-de-France,Region,,preposition.significant
FR-IF,Île-de-France,Region,,preposition.significant
FR-NA,Nouvelle-Aquitaine,Region,,initials
FR-NO,Normandie,Region,,name
FR-OC,Occitanie,Region,,name
FR-PA,Provence-Alpes-Côte d'Azur,Region,,initials
FR-PL,Pays de la Loire,Region,,preposition.significant
GA-ES,Estuaire,Province,,name
GA-HO,Haut-Ogooué,Province,,qualifier
GA-MO,Moyen-Ogooué,Province,,initials
GA-NG,Ngounié,Province,,name
GA-NY,Nyanga,Province,,name
GA-OI,Ogooué-Ivindo,Province,,initials
GA-OL,Ogooué-Lolo,Province,,initials
GA-OM,Ogooué-Maritime,Province,,initials
GA-WN,Wouleu-Ntem,Province,,initials
GB-EN,England,,E92000001,name
GB-NI,Northern Ireland,,N92000002,initials
GB-SC,Scotland,,S92000003,name
GB-WA,Wales,,W92000004,name
GD-CA,Carriacou,Dependency,,name
GD-SA,Saint Andrew,Parish,,initials
GD-SD,Saint David,Parish,,initials
GD-SG,Saint George,Parish,,initials
GD-SJ,Saint John,Parish,,initials
GD-SM,Saint Mark,Parish,,initials
GD-SP,Saint Patrick,Parish,,initials
GE-AB,Abkhazia,Autonomous Republic,,anchor
GE-AJ,Ajaria,Autonomous Republic,,anchor
GE-GU,Guria,Region,,anchor
GE-IM,Imereti,Region,,anchor
GE-KA,Kakheti,Region,,anchor
GE-KK,Kvemo Kartli,Region,,anchor
GE-MM,Mtskheta-Mtianeti,Region,,anchor
GE-RL,Racha-Lechkhumi-Kvemo Svaneti,Region,,anchor
GE-SJ,Samtskhe-Javakheti,Region,,anchor
GE-SK,Shida Kartli,Region,,anchor
GE-SZ,Samegrelo-Zemo Svaneti,Region,,anchor
GE-TB,Tbilisi,Independent City,,anchor
GF-CA,Cayenne,Arrondissement,,name
GF-SL,Saint-Laurent-du-Maroni,Arrondissement,,initials
GG-AL,Alderney,Parish,,name
GG-CA,Castel,Parish,,name
GG-FO,Forest,Parish,,name
GG-SA,Saint Andrew,Parish,,initials
GG-SI,Saint Saviour,Parish,,any2
GG-SM,Saint Martin,Parish,,initials
GG-SN,Saint Pierre du Bois,Parish,,any2
GG-SP,Saint Peter Port,Parish,,initials
GG-SR,Sark,Parish,,skeleton
GG-SS,Saint Sampson,Parish,,initials
GG-TO,Torteval,Parish,,name
GG-VA,Vale,Parish,,name
GH-AA,Greater Accra,Region,,anchor
GH-AF,Ahafo,Region,,anchor
GH-AH,Ashanti,Region,,anchor
GH-BE,Bono East,Region,,anchor
GH-BO,Bono,Region,,anchor
GH-CP,Central,Region,,anchor
GH-EP,Eastern,Region,,anchor
GH-NE,North East,Region,,anchor
GH-NP,Northern,Region,,anchor
GH-OT,Oti,Region,,anchor
GH-SV,Savannah,Region,,anchor
GH-TV,Volta,Region,,anchor
GH-UE,Upper East,Region,,anchor
GH-UW,Upper West,Region,,anchor
GH-WN,Western North,Region,,anchor
GH-WP,Western,Region,,anchor
GL-KU,Kujalleq,Commune,,anchor
GL-NG,Northeast Greenland National Par,National Park,,initials
GL-QA,Qaasuitsup,Commune,,anchor
GL-QE,Qeqqata,Commune,,name
GL-SE,Sermersooq,Commune,,name
GM-BA,Banjul,Independent City,,name
GM-LR,Lower River,Division,,initials
GM-MI,Maccarthy Island,Division,,initials
GM-NB,North Bank,Division,,initials
GM-UR,Upper River,Division,,initials
GM-WE,Western,Division,,name
GN-BO,Boké,Region,,name
GN-CO,Conakry,Region,,name
GN-FA,Faranah,Region,,name
GN-KA,Kankan,Region,,name
GN-KI,Kindia,Region,,name
GN-LA,Labé,Region,,name
GN-MA,Mamou,Region,,name
GN-NZ,Nzérékoré,Region,,name
GP-BT,Basse-Terre,District,,initials
GP-PA,Pointe-à-Pitre,District,,compound.alt
GQ-AN,Annobón,Province,,anchor
GQ-BN,Bioko Norte,Province,,anchor
GQ-BS,Bioko Sur,Province,,anchor
GQ-CS,Centro Sur,Province,,anchor
GQ-KN,Kié-Ntem,Province,,anchor
GQ-LI,Litoral,Province,,anchor
GQ-WN,Wele-Nzas,Province,,anchor
GR-AE,Aegean,Decentralized administration,,name
GR-AH,Athos,Decentralized administration,,any2
GR-AT,Attica,Decentralized administration,,name
GR-CR,Crete,Decentralized administration,,name
GR-EW,Epirus and Western Macedonia,Decentralized administration,,conjunction
GR-MT,Macedonia and Thrace,Decentralized administration,,conjunction
GR-PW,"Peloponnese, Western Greece and",Decentralized administration,,conjunction
GR-TC,Thessaly and Central Greece,Decentralized administration,,conjunction
GT-AV,Alta Verapaz,Department,,anchor
GT-BV,Baja Verapaz,Department,,anchor
GT-CM,Chimaltenango,Department,,anchor
GT-CQ,Chiquimula,Department,,anchor
GT-ES,Escuintla,Department,,anchor
GT-GU,Guatemala,Department,,anchor
GT-HU,Huehuetenango,Department,,anchor
GT-IZ,Izabal,Department,,anchor
GT-JA,Jalapa,Department,,anchor
GT-JU,Jutiapa,Department,,anchor
GT-PE,Petén,Department,,anchor
GT-PR,El Progreso,Department,,anchor
GT-QC,Quiché,Department,,anchor
GT-QU,Quezaltenango,Department,,name
GT-RE,Retalhuleu,Department,,anchor
GT-SA,Sacatepéquez,Department,,anchor
GT-SM,San Marcos,Department,,anchor
GT-SO,Sololá,Department,,anchor
GT-SR,Santa Rosa,Department,,anchor
GT-SU,Suchitepéquez,Department,,anchor
GT-TO,Totonicapán,Department,,anchor
GT-ZA,Zacapa,Department,,anchor
GU-AG,Agat,Municipality,,name
GU-AH,Agana Heights,Municipality,,initials
GU-AS,Asan,Municipality,,name
GU-BA,Barrigada,Municipality,,name
GU-CP,Chalan-Pago-Ordot,Municipality,,initials
GU-DE,Dededo,Municipality,,name
GU-HA,Hagåtña,Municipality,,name
GU-IN,Inarajan,Municipality,,name
GU-MA,Mangilao,Municipality,,name
GU-ME,Merizo,Municipality,,name
GU-MT,Mongmong-Toto-Maite,Municipality,,initials
GU-PI,Piti,Municipality,,name
GU-SI,Sinajana,Municipality,,name
GU-SR,Santa Rita,Municipality,,initials
GU-TA,Tamuning,Municipality,,name
GU-TL,Talofofo,Municipality,,skeleton
GU-UM,Umatac,Municipality,,name
GU-YI,Yigo,Municipality,,name
GU-YO,Yona,Municipality,,name
GW-BA,Bafatá,Region,,anchor
GW-BL,Bolama,Region,,anchor
GW-BM,Biombo,Region,,anchor
GW-BS,Bissau,Autonomous Sector,,anchor
GW-CA,Cacheu,Region,,anchor
GW-GA,Gabú,Region,,anchor
GW-OI,Oio,Region,,anchor
GW-QU,Quinara,Region,,anchor
GW-TO,Tombali,Region,,anchor
GY-BA,Barima-Waini,Region,,anchor
GY-CU,Cuyuni-Mazaruni,Region,,anchor
GY-DE,Demerara-Mahaica,Region,,anchor
GY-EB,East Berbice-Corentyne,Region,,anchor
GY-ES,Essequibo Islands-West Demerara,Region,,anchor
GY-MA,Mahaica-Berbice,Region,,anchor
GY-PM,Pomeroon-Supenaam,Region,,anchor
GY-PT,Potaro-Siparuni,Region,,anchor
GY-UD,Upper Demerara-Berbice,Region,,anchor
GY-UT,Upper Takutu-Upper Essequibo,Region,,anchor
HN-AT,Atlántida,Department,,anchor
HN-CH,Choluteca,Department,,anchor
HN-CL,Colón,Department,,anchor
HN-CM,Comayagua,Department,,anchor
HN-CP,Copán,Department,,anchor
HN-CR,Cortés,Department,,anchor
HN-EP,El Paraíso,Department,,anchor
HN-FM,Francisco Morazán,Department,,anchor
HN-GD,Gracias a Dios,Department,,anchor
HN-IB,Islas de la Bahía,Department,,anchor
HN-IN,Intibucá,Department,,anchor
HN-LE,Lempira,Department,,anchor
HN-LP,La Paz,Department,,anchor
HN-OC,Ocotepeque,Department,,anchor
HN-OL,Olancho,Department,,anchor
HN-SB,Santa Bárbara,Department,,anchor
HN-VA,Valle,Department,,anchor
HN-YO,Yoro,Department,,anchor
HR-BB,Bjelovarska-Bilogorska,County,,initials
HR-BP,Brodsko-Posavska,County,,initials
HR-DN,Dubrovacko-Neretvanska,County,,initials
HR-GZ,Grad Zagreb,City,,initials
HR-IS,Istarska,County,,name
HR-KA,Karlovacka,County,,name
HR-KK,Koprivničko-Križevačka,County,,initials
HR-KZ,Krapinsko-Zagorska,County,,initials
HR-LS,Licko-Senjska,County,,initials
HR-ME,Medimurska,County,,name
HR-OB,Osjecko-Baranjska,County,,initials
HR-PG,Primorsko-Goranska,County,,initials
HR-PS,Požeško-Slavonska,County,,initials
HR-SD,Splitsko-Dalmatinska,County,,initials
HR-SK,Šibensko-Kninska,County,,initials
HR-SM,Sisacko-Moslavacka,County,,initials
HR-VA,Varaždinska,County,,name
HR-VP,Viroviticko-Podravska,County,,initials
