admin2_id,name,type,admin2_id_admin1,admin2_id_source
PS-GA,Gaza,District,,name
PS-WB,West Bank,District,,initials
PT-AV,Aveiro,District,,name
PT-AZ,Azores,'Autonomous Region',,name
PT-BA,Bragança,District,,any2
PT-BE,Beja,District,,name
PT-BR,Braga,District,,name
PT-CB,Castelo Branco,District,,initials
PT-CO,Coimbra,District,,name
PT-EV,Évora,District,,name
PT-FA,Faro,District,,name
PT-GU,Guarda,District,,name
PT-LE,Leiria,District,,name
PT-LI,Lisboa,District,,name
PT-MA,Madeira,'Autonomous Region',,name
PT-PO,Porto,District,,name
PT-PR,Portalegre,District,,skeleton
PT-SA,Santarém,District,,name
PT-SE,Setúbal,District,,name
PT-VC,Viana do Castelo,District,,preposition.significant
PT-VI,Viseu,District,,name
PT-VR,Vila Real,District,,initials
PW-AIM,Aimeliik,State,,name
PW-AIR,Airai,State,,name
PW-ANG,Angaur,State,,name
PW-HAT,Hatohobei,State,,name
PW-KAY,Kayangel,State,,name
PW-KOR,Koror,State,,name
PW-MEL,Melekeok,State,,name
PW-NGA,Ngarchelong,State,,name
PW-NGC,Ngchesar,State,,name
PW-NGD,Ngaraard,State,,name.ends
PW-NGE,Ngeremlengui,State,,name
PW-NGG,Ngatpang,State,,name.ends
PW-NGI,Ngiwal,State,,name
PW-NGU,Ngardmau,State,,name.ends
PW-PEL,Peleliu,State,,name
PW-SON,Sonsorol,State,,name
PY-AL,Alto Paraguay,Department,,any2
PY-AM,Amambay,Department,,name
PY-AP,Alto Paraná,Department,,qualifier
PY-AS,Asunción,Capital District,,name
PY-BO,Boquerón,Department,,name
PY-CA,Caaguazú,Department,,name
PY-CE,Central,Department,,name
PY-CN,Canindeyú,Department,,skeleton
PY-CO,Concepción,Department,,name
PY-CR,Cordillera,Department,,skeleton
PY-CZ,Caazapá,Department,,skeleton
PY-GU,Guairá,Department,,name
PY-IT,Itapúa,Department,,name
PY-MI,Misiones,Department,,name
PY-NE,Ñeembucú,Department,,name
PY-PA,Paraguarí,Department,,name
PY-PH,Presidente Hayes,Department,,initials
PY-SP,San Pedro,Department,,initials
QA-DA,Ad Dawhah,Municipality,,anchor
QA-DY,Al Daayen,Municipality,,skeleton
QA-KH,Al Khor,Municipality,,name
QA-MS,Madinat ash Shamal,Municipality,,initials
QA-RA,Ar Rayyan,Municipality,,anchor
QA-US,Umm Salal,Municipality,,anchor
QA-WA,Al Wakrah,Municipality,,anchor
RE-SA,Saint-Paul,Arrondissement,,any2
RE-SB,Saint-Benoît,Arrondissement,,initials
RE-SD,Saint-Denis,Arrondissement,,initials
RE-SP,Saint-Pierre,Arrondissement,,initials
RO-AB,Alba,County,,anchor
RO-AG,Argeș,County,,anchor
RO-AR,Arad,County,,anchor
RO-BC,Bacău,County,,anchor
RO-BH,Bihor,County,,anchor
RO-BN,Bistrița-Năsăud,County,,anchor
RO-BR,Brăila,County,,anchor
RO-BT,Botoșani,County,,anchor
RO-BU,Bucharest,Municipality,,name
RO-BV,Brașov,County,,anchor
RO-BZ,Buzău,County,,anchor
RO-CJ,Cluj,County,,anchor
RO-CL,Călărași,County,,anchor
RO-CS,Caraș-Severin,County,,anchor
RO-CT,Constanța,County,,anchor
RO-CV,Covasna,County,,anchor
RO-DB,Dâmbovița,County,,anchor
RO-DJ,Dolj,County,,anchor
RO-GJ,Gorj,County,,anchor
RO-GL,Galați,County,,anchor
RO-GR,Giurgiu,County,,anchor
RO-HD,Hunedoara,County,,anchor
RO-HR,Harghita,County,,anchor
RO-IF,Ilfov,County,,anchor
RO-IL,Ialomița,County,,anchor
RO-IS,Iași,County,,anchor
RO-MH,Mehedinți,County,,anchor
RO-MM,Maramureș,County,,anchor
RO-MS,Mureș,County,,anchor
RO-NT,Neamț,County,,anchor
RO-OT,Olt,County,,anchor
RO-PH,Prahova,County,,anchor
RO-SB,Sibiu,County,,anchor
RO-SJ,Sălaj,County,,anchor
RO-SM,Satu Mare,County,,anchor
RO-SV,Suceava,County,,anchor
RO-TL,Tulcea,County,,anchor
RO-TM,Timiș,County,,anchor
RO-TR,Teleorman,County,,anchor
RO-VL,Vâlcea,County,,anchor
RO-VN,Vrancea,County,,anchor
RO-VS,Vaslui,County,,anchor
RS-BO,Borski,District,,name
RS-BR,Braničevski,District,,name
RS-GB,Grad Beograd,City,,initials
RS-JA,Jablanički,District,,name
RS-JB,Južno-Bački,District,,initials
RS-JU,Južno-Banatski,District,,any2
RS-KO,Kolubarski,District,,name
RS-MA,Mačvanski,District,,name
RS-MO,Moravički,District,,name
RS-NI,Nišavski,District,,name
RS-PC,Pčinjski,District,,name
RS-PD,Podunavski,District,,skeleton
RS-PI,Pirotski,District,,name
RS-PO,Pomoravski,District,,name
RS-RA,Raški,District,,name
RS-RS,Rasinski,District,,skeleton
RS-SB,Srednje-Banatski,District,,initials
RS-SE,Severno-Bački,District,,any2
RS-SR,Sremski,District,,name
RS-SU,Šumadijski,District,,name
RS-SV,Severno-Banatski,District,,any2
RS-TO,Toplički,District,,name
RS-ZA,Zaječarski,District,,name
RS-ZB,Zapadno-Bački,District,,initials
RS-ZL,Zlatiborski,District,,name
RU-ADY,Adygey,Republic,,name
RU-ALT,Altay,Territory,,name
RU-AMU,Amur,Region,,name
RU-ARS,Arkhangel'sk,Region,,compound
RU-AST,Astrakhan',Region,,name
RU-BAS,Bashkortostan,Republic,,name
RU-BEL,Belgorod,Region,,name
RU-BRY,Bryansk,Region,,name
RU-BUR,Buryat,Republic,,name
RU-CHA,Chechnya,Republic,,name.ends
RU-CHE,Chelyabinsk,Region,,name
RU-CHT,Chukot,Autonomous Province,,name.ends
RU-CHU,Chuvash,Republic,,name
RU-COS,City of St. Petersburg,City,,initials
RU-DAG,Dagestan,Republic,,name
RU-GOA,Gorno-Altay,Republic,,compound
RU-ING,Ingush,Republic,,name
RU-IRK,Irkutsk,Region,,name
RU-IVA,Ivanovo,Region,,name
RU-KAB,Kabardin-Balkar,Republic,,compound
RU-KAC,Karachay-Cherkess,Republic,,compound
RU-KAD,Kaliningrad,Region,,name.ends
RU-KAK,Kalmyk,Republic,,name.ends
RU-KAL,Kaluga,Region,,name
RU-KAM,Kamchatka,Territory,,name
RU-KAR,Karelia,Republic,,name
RU-KEM,Kemerovo,Region,,name
RU-KHA,Khabarovsk,Territory,,name
RU-KHM,Khanty-Mansiy,Autonomous Province,,compound
RU-KHS,Khakass,Republic,,name.ends
RU-KIR,Kirov,Region,,name
RU-KOM,Komi,Republic,,name
RU-KOS,Kostroma,Region,,name
RU-KRA,Krasnodar,Territory,,name
RU-KRK,Krasnoyarsk,Territory,,name.ends
RU-KUN,Kurgan,Region,,name.ends
RU-KUR,Kursk,Region,,name
RU-LEN,Leningrad,Region,,name
RU-LIP,Lipetsk,Region,,name
RU-MAE,Mariy-El,Republic,,compound
RU-MAG,Magadan,Region,,name
RU-MOR,Mordovia,Republic,,name
RU-MOS,Moscow City,City,,name
RU-MOW,Moskva,Region,,anchor
RU-MUR,Murmansk,Region,,name
RU-NEN,Nenets,Autonomous Province,,name
RU-NIZ,Nizhegorod,Region,,name
RU-NOD,Novgorod,Region,,name.ends
RU-NOO,North Ossetia,Republic,,compound
RU-NOV,Novosibirsk,Region,,name
RU-OMS,Omsk,Region,,name
RU-ORE,Orenburg,Region,,name
RU-ORL,Orel,Region,,name.ends
RU-PEN,Penza,Region,,name
RU-PER,Perm',Territory,,name
RU-PRY,Primor'ye,Territory,,compound
RU-PSK,Pskov,Region,,name
RU-ROS,Rostov,Region,,name
RU-RYA,Ryazan',Region,,name
RU-SAK,Sakha,Republic,,name
RU-SAM,Samara,Region,,name
RU-SAN,Sakhalin,Region,,name.ends
RU-SAR,Saratov,Region,,name
RU-SMO,Smolensk,Region,,name
RU-STA,Stavropol',Territory,,name
RU-SVE,Sverdlovsk,Region,,name
RU-TAM,Tambov,Region,,name
RU-TAT,Tatarstan,Republic,,name
RU-TOM,Tomsk,Region,,name
RU-TUL,Tula,Region,,name
RU-TUV,Tuva,Republic,,name
RU-TVE,Tver',Region,,name
RU-TYU,Tyumen',Region,,name
RU-UDM,Udmurt,Republic,,name
RU-ULY,Ul'yanovsk,Region,,compound
RU-VLA,Vladimir,Region,,name
RU-VOA,Vologda,Region,,name.ends
RU-VOL,Volgograd,Region,,name
RU-VOR,Voronezh,Region,,name
RU-YAN,Yamal-Nenets,Autonomous Province,,compound
RU-YAR,Yaroslavl',Region,,name
RU-YEV,Yevrey,Autonomous Region,,name
RU-ZAY,Zabaykal'ye,Territory,,compound
RW-AA,Amajyaruguru,Province,,any2
RW-AM,Amajyepfo,Province,,name
RW-IB,Iburasirazuba,Province,,name
RW-IU,Iburengerazuba,Province,,any2
RW-UW,Umujyi wa Kigali,Province,,initials
SA-AS,'Asir,Province,,name
SA-BA,Al Bahah,Province,,name
SA-HI,Ḥaʼil,Province,,initials
SA-HS,Al Hudud ash Shamaliyah,Province,,initials
SA-JA,Al Jawf,Province,,name
SA-JI,Jizan,Province,,name
SA-MA,Makkah,Province,,name
SA-MD,Al Madinah,Province,,skeleton
SA-NA,Najran,Province,,name
SA-QA,Al Qassim,Province,,name
SA-RI,Ar Riyad,Province,,name
SA-SH,Ash-Sharqīyah,Province,,name
SA-TA,Tabuk,Province,,name
SB-CE,Central,Province,,anchor
SB-CH,Choiseul,Province,,anchor
SB-CT,Honiara,Capital Territory,,anchor
SB-GU,Guadalcanal,Province,,anchor
SB-IS,Isabel,Province,,anchor
SB-MK,Makira Ulawa,Province,,anchor
SB-ML,Malaita,Province,,anchor
SB-RB,Rennell and Bellona,Province,,anchor
SB-TE,Temotu,Province,,anchor
SB-WE,Western,Province,,anchor
SC-AA,Anse aux Pins,District,,initials
SC-AB,Anse Boileau,District,,initials
SC-AC,Au Cap,District,,initials
SC-AE,Anse Étoile,District,,initials
SC-AR,Anse Royale,District,,initials
SC-BA,Bel Air,District,,initials
SC-BE,Belombre,District,,name
SC-BL,Baie Lazare,District,,initials
SC-BS,Baie Sainte Anne,District,,initials
SC-BV,Beau Vallon,District,,initials
SC-CA,Cascade,District,,name
SC-ER,English River,District,,initials
SC-GA,Grand'Anse Praslin,District,,initials
SC-GL,Glacis,District,,name
SC-GR,Grand' Anse,District,,any2
SC-LD,La Digue and Inner Islands,District,,conjunction
SC-LM,Les Mamelles,District,,initials
SC-MB,Mont Buxton,District,,initials
SC-MF,Mont Fleuri,District,,initials
SC-OI,Outer Islands,Outer Islands,,initials
SC-PG,Port Glaud,District,,initials
SC-PL,Plaisance,District,,name
SC-PO,Pointe La Rue,District,,any2
SC-RC,Roche Caïman,District,,initials
SC-SL,Saint Louis,District,,initials
SC-TA,Takamaka,District,,name
SD-DC,Central Darfur,State,,anchor
SD-DE,East Darfur,State,,anchor
SD-DN,North Darfur,State,,anchor
SD-DS,South Darfur,State,,anchor
SD-DW,West Darfur,State,,anchor
SD-JA,Al Jazirah,State,,name
SD-KA,Kassala,State,,anchor
SD-KH,Khartoum,State,,anchor
SD-NB,Blue Nile,State,,anchor
SD-NK,North Kurdufan,State,,initials
SD-NO,Northern,State,,anchor
SD-NR,River Nile,State,,anchor
SD-NW,White Nile,State,,anchor
SD-QA,Al Qadarif,State,,name
SD-RS,Red Sea,State,,anchor
SD-SI,Sennar,State,,anchor
SD-SK,South Kurdufan,State,,initials
SD-WK,West Kurdufan,State,,initials
SE-BL,Blekinge,County,,name
SE-DA,Dalarna,County,,name
SE-GA,Gävleborg,County,,name
SE-GO,Gotland,County,,name
SE-HA,Halland,County,,name
SE-JA,Jämtland,County,,name
SE-JO,Jönköping,County,,name
SE-KA,Kalmar,County,,name
SE-KR,Kronoberg,County,,name
SE-NO,Norrbotten,County,,name
SE-OR,Orebro,County,,name
SE-OS,Östergötland,County,,name
SE-SK,Skåne,County,,name
SE-SO,Södermanland,County,,name
SE-ST,Stockholm,County,,name
SE-UP,Uppsala,County,,name
SE-VA,Västmanland,County,,name
SE-VG,Västra Götaland,County,,initials
SE-VR,Värmland,County,,skeleton
SE-VS,Västerbotten,County,,skeleton
SE-VT,Västernorrland,County,,any2
SG-CE,Central,Region,,name
SG-EA,East,Region,,name
SG-NE,North-East,Region,,qualifier
SG-NO,North,Region,,name
SG-WE,West,Region,,name
SH-AC,Ascension,Administrative Area,,anchor
SH-HL,Saint Helena,Dependency,,anchor
SH-TA,Tristan da Cunha,Dependency,,anchor
SI-GO,Gorenjska,Statistical Region,,name
SI-GR,Goriška,Statistical Region,,skeleton
SI-JS,Jugovzhodna Slovenija,Statistical Region,,initials
SI-KO,Koroška,Statistical Region,,name
SI-NK,Notranjsko-kraška,Statistical Region,,initials
SI-OK,Obalno-kraška,Statistical Region,,initials
SI-OS,Osrednjeslovenska,Statistical Region,,name
SI-PM,Pomurska,Statistical Region,,skeleton
SI-PO,Podravska,Statistical Region,,name
SI-SA,Savinjska,Statistical Region,,name
SI-SP,Spodnjeposavska,Statistical Region,,name
SI-ZA,Zasavska,Statistical Region,,name
SJ-JM,Jan Mayen,Territory,,initials
SJ-SV,Svalbard,Territory,,name
SK-BA,Banskobystrický,Region,,name
SK-BR,Bratislavský,Region,,name
SK-KO,Košický,Region,,name
SK-NI,Nitriansky,Region,,name
SK-PR,Prešovský,Region,,name
SK-TN,Trnavský,Region,,any2
SK-TR,Trenčiansky,Region,,name
SK-ZI,Žilinský,Region,,name
SL-EA,Eastern,Province,,name
SL-NO,Northern,Province,,name
SL-SO,Southern,Province,,name
SL-WE,Western,Province,,name
SM-AC,Acquaviva,Municipality,,name
SM-BM,Borgo Maggiore,Municipality,,initials
SM-CH,Chiesanuova,Municipality,,name
SM-DO,Domagnano,Municipality,,name
SM-FA,Faetano,Municipality,,name
SM-FI,Fiorentino,Municipality,,name
SM-MO,Montegiardino,Municipality,,name
SM-SE,Serravalle,Municipality,,name
SM-SM,San Marino,Municipality,,initials
SN-DB,Diourbel,Region,,anchor
SN-DK,Dakar,Region,,anchor
SN-FK,Fatick,Region,,anchor
SN-KA,Kaffrine,Region,,anchor
SN-KD,Kolda,Region,,anchor
SN-KE,Kédougou,Region,,anchor
SN-KL,Kaolack,Region,,anchor
SN-LG,Louga,Region,,anchor
SN-MT,Matam,Region,,anchor
SN-SE,Sédhiou,Region,,anchor
SN-SL,Saint-Louis,Region,,anchor
SN-TC,Tambacounda,Region,,anchor
SN-TH,Thiès,Region,,anchor
SN-ZG,Ziguinchor,Region,,anchor
SO-AW,Awdal,Region,,anchor
SO-BK,Bakool,Region,,anchor
SO-BN,Banaadir,Region,,anchor
SO-BR,Bari,Region,,anchor
SO-BY,Bay,Region,,anchor
SO-GA,Galguduud,Region,,anchor
SO-GE,Gedo,Region,,anchor
SO-HI,Hiiraan,Region,,name
SO-JD,Jubbada Dhexe,Region,,initials
SO-JH,Jubbada Hoose,Region,,anchor
SO-MU,Mudug,Region,,anchor
SO-NU,Nugaal,Region,,anchor
SO-SA,Sanaag,Region,,name
SO-SD,Shabeellaha Dhexe,Region,,initials
SO-SH,Shabeellaha Hoose,Region,,anchor
SO-SO,Sool,Region,,anchor
SO-TO,Togdheer,Region,,anchor
SO-WO,Woqooyi Galbeed,Region,,anchor
SR-BR,Brokopondo,District,,anchor
SR-CM,Commewijne,District,,anchor
SR-CR,Coronie,District,,anchor
SR-MA,Marowijne,District,,anchor
SR-NI,Nickerie,District,,anchor
SR-PM,Paramaribo,District,,anchor
SR-PR,Para,District,,anchor
SR-SA,Saramacca,District,,anchor
SR-SI,Sipaliwini,District,,anchor
SR-WA,Wanica,District,,anchor
SS-EC,Central Equatoria,State,,anchor
SS-EE,Eastern Equatoria,State,,anchor
SS-JU,Jungoli,State,,name
SS-LK,Lakes,State,,anchor
SS-NB,North Bahr-al-Ghazal,State,,initials
SS-NU,Upper Nile,State,,anchor
SS-UY,Unity,State,,anchor
SS-WA,Warap,State,,name
SS-WB,West Bahr-al-Ghazal,State,,initials
SS-WE,West Equatoria,State,,initials
ST-PR,Príncipe,Municipality,,name
ST-ST,São Tomé,Municipality,,initials
SV-AH,Ahuachapán,Department,,anchor
SV-CA,Cabañas,Department,,anchor
SV-CH,Chalatenango,Department,,anchor
SV-CU,Cuscatlán,Department,,anchor
SV-LI,La Libertad,Department,,anchor
SV-MO,Morazán,Department,,anchor
SV-PA,La Paz,Department,,anchor
SV-SA,Santa Ana,Department,,anchor
SV-SM,San Miguel,Department,,anchor
SV-SO,Sonsonate,Department,,anchor
SV-SS,San Salvador,Department,,anchor
SV-SV,San Vicente,Department,,anchor
SV-UN,La Unión,Department,,anchor
SV-US,Usulután,Department,,anchor
SY-AL,Aleppo,Governorate,,name
SY-DA,Damascus,Governorate,,name
SY-DR,Dar`a,Governorate,,anchor
SY-DY,Dayr Az Zawr,Governorate,,anchor
SY-HA,Al Ḥasakah,Governorate,,anchor
SY-HI,Hims,Governorate,,anchor
SY-HM,Hamah,Governorate,,anchor
SY-ID,Idlib,Governorate,,anchor
SY-LA,Lattakia,Governorate,,name
SY-QU,Quneitra,Governorate,,name
SY-RA,Ar Raqqah,Governorate,,anchor
SY-RD,Rif Dimashq,Governorate,,anchor
SY-SU,As Suwayda',Governorate,,anchor
SY-TA,Tartus,Governorate,,anchor
SZ-HH,Hhohho,District,,anchor
SZ-LU,Lubombo,District,,anchor
SZ-MA,Manzini,District,,anchor
SZ-SH,Shiselweni,District,,anchor
TC-GT,Grand Turk,District,,initials
TC-MC,Middle Caicos,District,,initials
TC-NC,North Caicos,District,,initials
TC-PW,Providenciales and West Caicos,District,,conjunction
TC-SA,Salt Cay,District,,any2
TC-SC,South Caicos and East Caicos,District,,conjunction
TD-BA,Batha,Region,,anchor
TD-BE,Barh el Ghazel,Region,,initials
TD-BO,Borkou,Region,,anchor
TD-CB,Chari-Baguirmi,Region,,anchor
TD-EE,Ennedi Est,Region,,anchor
TD-EO,Ennedi Ouest,Region,,anchor
TD-GR,Guéra,Region,,anchor
TD-HL,Hadjer-Lamis,Region,,anchor
TD-KA,Kanem,Region,,anchor
TD-LC,Lac,Region,,anchor
TD-LO,Logone Occidental,Region,,anchor
TD-LR,Logone Oriental,Region,,anchor
TD-MA,Mandoul,Region,,anchor
TD-MC,Moyen-Chari,Region,,anchor
TD-ME,Mayo-Kebbi Est,Region,,anchor
TD-MO,Mayo-Kebbi Ouest,Region,,anchor
TD-ND,Ville de N'Djamena,Region,,anchor
TD-OD,Ouaddaï,Region,,anchor
TD-SA,Salamat,Region,,anchor
TD-SI,Sila,Region,,anchor
TD-TA,Tandjilé,Region,,anchor
TD-TI,Tibesti,Region,,anchor
TD-WF,Wadi Fira,Region,,anchor
TF-IC,Îles Crozet,District,,initials
TF-IE,Îles Éparses,District,,initials
TF-IS,Îles Saint Paul et Amsterdam,District,,initials
TF-KE,Kerguelen,District,,name
TG-CE,Centre,Region,,name
TG-KA,Kara,Region,,name
TG-MA,Maritime,Region,,name
TG-PL,Plateaux,Region,,name
TG-SA,Savanes,Region,,name
TH-AMC,Amnat Charoen,Province,,compound
TH-ANT,Ang Thong,Province,,compound
TH-BAM,Bangkok Metropolis,Province,,compound
TH-BUK,Bueng Kan,Province,,compound
TH-BUR,Buri Ram,Province,,compound
TH-CHA,Chaiyaphum,Province,,name
TH-CHB,Chon Buri,Province,,compound
TH-CHI,Chanthaburi,Province,,name.ends
TH-CHM,Chiang Mai,Province,,compound
TH-CHN,Chai Nat,Province,,compound
TH-CHO,Chachoengsao,Province,,name.ends
TH-CHR,Chiang Rai,Province,,compound
TH-CHU,Chumphon,Province,,name
TH-KAL,Kalasin,Province,,name
TH-KAN,Kanchanaburi,Province,,name
TH-KAP,Kamphaeng Phet,Province,,compound
TH-KHK,Khon Kaen,Province,,compound
TH-KRA,Krabi,Province,,name
TH-LAM,Lampang,Province,,name
TH-LAN,Lamphun,Province,,name.ends
TH-LOB,Lop Buri,Province,,compound
TH-LOE,Loei,Province,,name
TH-MAS,Maha Sarakham,Province,,compound
TH-MHS,Mae Hong Son,Province,,initials
TH-MUK,Mukdahan,Province,,name
TH-NAN,Nan,Province,,name
TH-NAP,Nakhon Pathom,Province,,compound
TH-NAR,Nakhon Ratchasima,Province,,compound
TH-NAS,Nakhon Sawan,Province,,compound
TH-NAT,Narathiwat,Province,,name.ends
TH-NBL,Nong Bua Lam Phu,Province,,initials
TH-NNA,Nakhon Nayok,Province,,compound.alt
TH-NOK,Nong Khai,Province,,compound
TH-NON,Nonthaburi,Province,,name
TH-NPH,Nakhon Phanom,Province,,compound.alt
TH-NST,Nakhon Si Thammarat,Province,,initials
TH-PAI,Pattani,Province,,name.ends
TH-PAT,Pathum Thani,Province,,compound
TH-PHA,Phatthalung,Province,,name
TH-PHC,Phetchaburi,Province,,any3
TH-PHE,Phetchabun,Province,,name
TH-PHI,Phitsanulok,Province,,name
TH-PHN,Phangnga,Province,,skeleton
TH-PHO,Phayao,Province,,name.ends
TH-PHR,Phrae,Province,,name
TH-PHT,Phichit,Province,,name.ends
TH-PHU,Phuket,Province,,name
TH-PKK,Prachuap Khiri Khan,Province,,initials
TH-PNS,Phra Nakhon Si Ayutthaya,Province,,initials
TH-PRB,Prachin Buri,Province,,compound
TH-RAN,Ranong,Province,,name
TH-RAT,Ratchaburi,Province,,name
TH-RAY,Rayong,Province,,name
TH-ROE,Roi Et,Province,,compound
TH-SAK,Sa Kaeo,Province,,compound
TH-SAN,Sakon Nakhon,Province,,compound
TH-SAP,Samut Prakan,Province,,compound
TH-SAR,Saraburi,Province,,name
TH-SAS,Samut Sakhon,Province,,compound
TH-SAT,Satun,Province,,name
TH-SIB,Sing Buri,Province,,compound
TH-SON,Songkhla,Province,,name
TH-SSK,Si Sa Ket,Province,,initials
TH-SSO,Samut Songkhram,Province,,compound.alt
TH-SUB,Suphan Buri,Province,,compound
TH-SUK,Sukhothai,Province,,name
TH-SUR,Surin,Province,,name
TH-SUT,Surat Thani,Province,,compound
TH-TAK,Tak,Province,,name
TH-TRA,Trang,Province,,name
TH-TRT,Trat,Province,,name.ends
TH-UBR,Ubon Ratchathani,Province,,compound
TH-UDT,Udon Thani,Province,,compound
TH-UTH,Uthai Thani,Province,,compound.alt
TH-UTT,Uttaradit,Province,,name
TH-YAL,Yala,Province,,name
TH-YAS,Yasothon,Province,,name
TJ-DR,Districts of Republican Subordin,Districts of Republican Subordin,,initials
TJ-DU,Dushanbe,City,,anchor
TJ-GB,Gorno-Badakhshan,Autonomous Region,,initials
TJ-KT,Khatlon,Region,,anchor
TJ-SU,Sughd,Region,,anchor
TK-AN,Anafu,Atoll,,name
TK-FA,Fakaofo,Atoll,,name
TK-NU,Nukunonu,Atoll,,name
TL-AL,Aileu,District,,anchor
TL-AM,Ambeno,District,,name
TL-AN,Ainaro,District,,anchor
TL-BA,Baucau,District,,anchor
TL-BO,Bobonaro,District,,anchor
TL-CO,Covalima,District,,name
TL-DI,Dili,District,,anchor
TL-ER,Ermera,District,,anchor
TL-LA,Lautém,District,,anchor
TL-LI,Liquiçá,District,,anchor
TL-MF,Manufahi,District,,anchor
TL-MT,Manatuto,District,,anchor
TL-VI,Viqueque,District,,anchor
TM-AH,Ahal,Province,,name
TM-AS,Aşgabat,Captial City District,,name
TM-BA,Balkan,Province,,name
TM-DA,Daşoguz,Province,,name
TM-LE,Lebap,Province,,name
TM-MA,Mary,Province,,name
TN-AR,Ariana,Governorate,,name
TN-BA,Ben Arous (Tunis Sud),Governorate,,initials
TN-BE,Béja,Governorate,,name
TN-BI,Bizerte,Governorate,,name
TN-GA,Gabès,Governorate,,name
TN-GF,Gafsa,Governorate,,skeleton
TN-JE,Jendouba,Governorate,,name
TN-KA,Kairouan,Governorate,,name
TN-KE,Kebili,Governorate,,name
TN-KS,Kassérine,Governorate,,skeleton
TN-LK,Le Kef,Governorate,,initials
TN-MA,Mahdia,Governorate,,name
TN-ME,Médenine,Governorate,,name
TN-MN,Manubah,Governorate,,skeleton
TN-MO,Monastir,Governorate,,name
TN-NA,Nabeul,Governorate,,name
TN-SB,Sidi Bou Zid,Governorate,,initials
TN-SF,Sfax,Governorate,,name
TN-SI,Siliana,Governorate,,name
TN-SO,Sousse,Governorate,,name
TN-TA,Tataouine,Governorate,,name
TN-TO,Tozeur,Governorate,,name
TN-TU,Tunis,Governorate,,name
TN-ZA,Zaghouan,Governorate,,name
TO-EU,'Eua,Island Group,,name
TO-HA,Ha'apai,Island Group,,initials
TO-NI,Niuas,Island Group,,name
TO-TO,Tongatapu,Island Group,,name
TO-VU,Vava'u,Island Group,,compound.alt
TR-AA,Ardahan,Province,,any2
TR-AD,Adana,Province,,name
TR-AF,Afyon,Province,,name
TR-AG,Agri,Province,,name
TR-AI,Adiyaman,Province,,any2
TR-AK,Aksaray,Province,,name
TR-AM,Amasya,Province,,name
TR-AN,Ankara,Province,,name
TR-AR,Artvin,Province,,name
TR-AS,Kars,Province,,any2
TR-AT,Antalya,Province,,any2
TR-AY,Aydin,Province,,name
TR-BA,Balikesir,Province,,name
TR-BD,Burdur,Province,,any2
TR-BI,Bitlis,Province,,name
TR-BL,Bilecik,Province,,skeleton
TR-BN,Bingöl,Province,,skeleton
TR-BO,Bolu,Province,,name
TR-BR,Bartın,Province,,skeleton
TR-BT,Batman,Province,,skeleton
TR-BU,Bursa,Province,,name
TR-BY,Bayburt,Province,,skeleton
TR-CA,Çanakkale,Province,,name
TR-CN,Çankiri,Province,,skeleton
TR-CO,Çorum,Province,,name
TR-DE,Denizli,Province,,name
TR-DI,Diyarbakir,Province,,name
TR-DU,Düzce,Province,,name
TR-ED,Edirne,Province,,name
TR-EL,Elazığ,Province,,name
TR-ER,Erzurum,Province,,name
TR-ES,Eskisehir,Province,,name
TR-EZ,Erzincan,Province,,any2
TR-GA,Gaziantep,Province,,name
TR-GI,Giresun,Province,,name
TR-GU,Gümüshane,Province,,name
TR-HA,Hatay,Province,,name
TR-HK,Hakkari,Province,,skeleton
TR-IG,Iğdır,Province,,name
TR-IP,Isparta,Province,,any2
TR-IS,Istanbul,Province,,name
TR-IZ,Izmir,Province,,name
TR-KA,Kayseri,Province,,name
TR-KB,Karabük,Province,,any2
TR-KC,Kocaeli,Province,,skeleton
TR-KE,Kirsehir,Province,,any2
TR-KI,Kirklareli,Province,,name
TR-KL,Kilis,Province,,skeleton
TR-KM,K. Maras,Province,,compound
TR-KN,Kinkkale,Province,,skeleton
TR-KO,Konya,Province,,name
TR-KR,Karaman,Province,,skeleton
TR-KS,Kastamonu,Province,,skeleton
TR-KU,Kütahya,Province,,name
TR-MA,Manisa,Province,,name
TR-ME,Mersin,Province,,name
TR-ML,Malatya,Province,,skeleton
TR-MR,Mardin,Province,,skeleton
TR-MS,Mus,Province,,skeleton
TR-MU,Mugla,Province,,name
TR-NE,Nevsehir,Province,,name
TR-NI,Nigde,Province,,name
TR-OR,Ordu,Province,,name
TR-OS,Osmaniye,Province,,name
TR-RI,Rize,Province,,name
TR-SA,Sanliurfa,Province,,name
TR-SI,Sirnak,Province,,name
TR-SK,Sakarya,Province,,skeleton
TR-SM,Samsun,Province,,skeleton
TR-SN,Sinop,Province,,skeleton
TR-SR,Siirt,Province,,skeleton
TR-SV,Sivas,Province,,skeleton
TR-TE,Tekirdag,Province,,name
TR-TO,Tokat,Province,,name
TR-TR,Trabzon,Province,,name
TR-TU,Tunceli,Province,,name
TR-US,Usak,Province,,name
TR-VA,Van,Province,,name
TR-YA,Yalova,Province,,name
TR-YO,Yozgat,Province,,name
TR-ZI,Zinguldak,Province,,name
TT-AR,Arima,Borough,,name
TT-CH,Chaguanas,Borough,,name
TT-CT,Couva-Tabaquite-Talparo,Region,,initials
TT-DM,Diego Martin,Region,,initials
TT-MR,Mayaro/Rio Claro,Region,,initials
TT-PD,Penal-Debe,Region,,initials
TT-PF,Point Fortin,Borough,,initials
TT-PR,Princes Town,Region,,name
