admin2_id,name,type,name_original,name_alternatives,admin2_id_admin1,admin2_id_source
MX-TL,Tlaxcala,State,,,,hasc
MX-TM,Tamaulipas,State,,,,hasc
MX-VE,Veracruz,State,,Veracruz de Ignacio de la Llave,,hasc
MX-YU,Yucatán,State,,,,hasc
MX-ZA,Zacatecas,State,,,,hasc
MY-JH,Johor,State,,Johor Darul Takzim|Johore,,hasc
MY-KH,Kedah,State,,Kedah Darul Aman,,hasc
MY-KL,Kuala Lumpur,Federal Territory,,Federal Territory of Kuala Lumpu,,hasc
MY-KN,Kelantan,State,,<Null>,,hasc
MY-LA,Labuan,Federal Territory,,Federal Territory of Labuan,,hasc
MY-ME,Melaka,State,,Malacca|Malaka,,hasc
MY-NS,Negeri Sembilan,State,,Negeri Sembilan Darul Khusus|Neg,,hasc
MY-PG,Pulau Pinang,State,,Penang and Province Wellesley|Pe,,hasc
MY-PH,Pahang,State,,Pahang Darul Makmur,,hasc
MY-PJ,Putrajaya,Federal Territory,,Federal Territory of Putrajaya,,hasc
MY-PK,Perak,State,,Perak Darul Ridzuan,,hasc
MY-PL,Perlis,State,,Perlis Indra Kayangan,,hasc
MY-SA,Sabah,State,,North Borneo,,hasc
MY-SK,Sarawak,State,,,,hasc
MY-SL,Selangor,State,,Selangor Darul Ehsan,,hasc
MY-TE,Trengganu,State,,Terengganu Darul Iman,,hasc
MZ-CD,Cabo Delgado,Province,,,,hasc
MZ-GA,Gaza,Province,,,,hasc
MZ-IN,Inhambane,Province,,,,hasc
MZ-MC,Maputo City,Province,,,,hasc
MZ-MN,Manica,Province,,,,hasc
MZ-MP,Maputo,Province,,,,hasc
MZ-NM,Nampula,Province,,Moçambique|Mozambique,,hasc
MZ-NS,Nassa,Province,,Niassa,,hasc
MZ-SO,Sofala,Province,,,,hasc
MZ-TE,Tete,Province,,,,hasc
MZ-ZA,Zambezia,Province,,,,hasc
NA-CA,Zambezi,Region,,Caprivi,,iso
NA-ER,Erongo,Region,,,,iso
NA-HA,Hardap,Region,,,,iso
NA-KA,!Karas,Region,,Karas,,iso
NA-KH,Khomas,Region,,,,iso
NA-KU,Kunene,Region,,,,iso
NA-OD,Otjozondjupa,Region,,,,iso
NA-OH,Omaheke,Region,,,,iso
NA-OK,Kavango,Region,,,,hasc
NA-ON,Oshana,Region,,,,iso
NA-OS,Omusati,Region,,,,iso
NA-OT,Oshikoto,Region,,,,iso
NA-OW,Ohangwena,Region,,,,iso
NC-IL,Îles Loyauté,Province,,Loyalty Islands|Islas de la Leal,,hasc
NC-NO,Nord,Province,,,,hasc
NC-SU,Sud,Province,,,,hasc
NE-AG,Agadez,Department,,Agadès,,hasc
NE-DF,Diffa,Department,,,,hasc
NE-DS,Dosso,Department,,,,hasc
NE-MA,Maradi,Department,,,,hasc
NE-NI,Niamey,Capital District,,,,hasc
NE-TH,Tahoua,Department,,,,hasc
NE-TL,Tillabéry,Department,,Tillabéri,,hasc
NE-ZI,Zinder,Department,,,,hasc
NG-AB,Abia,State,,,,iso
NG-AD,Adamawa,State,,,,iso
NG-AK,Akwa Ibom,State,,,,iso
NG-AN,Anambra,State,,,,iso
NG-BA,Bauchi,State,,,,iso
NG-BE,Benue,State,,,,iso
NG-BO,Borno,State,,,,iso
NG-BY,Bayelsa,State,,,,iso
NG-CR,Cross River,State,,,,iso
NG-DE,Delta,State,,,,iso
NG-EB,Ebonyi,State,,,,iso
NG-ED,Edo,State,,,,iso
NG-EK,Ekiti,State,,,,iso
NG-EN,Enugu,State,,,,iso
NG-FC,Federal Capital Territory,State,,Abuja,,hasc
NG-GO,Gombe,State,,,,iso
NG-IM,Imo,State,,,,iso
NG-JI,Jigawa,State,,,,iso
NG-KD,Kaduna,State,,,,iso
NG-KE,Kebbi,State,,,,iso
NG-KN,Kano,State,,,,iso
NG-KO,Kogi,State,,,,iso
NG-KT,Katsina,State,,,,iso
NG-KW,Kwara,State,,,,iso
NG-LA,Lagos,State,,,,iso
NG-NA,Nasarawa,State,,,,iso
NG-NI,Niger,State,,,,iso
NG-OG,Ogun,State,,,,iso
NG-ON,Ondo,State,,,,iso
NG-OS,Osun,State,,,,iso
NG-OY,Oyo,State,,,,iso
NG-PL,Plateau,State,,,,iso
NG-RI,Rivers,State,,,,iso
NG-SO,Sokoto,State,,,,iso
NG-TA,Taraba,State,,,,iso
NG-YO,Yobe,State,,,,iso
NG-ZA,Zamfara,State,,,,iso
NI-AN,Atlántico Norte,Autonomous Region,,Región Autónoma del Atlántico No,,hasc
NI-AS,Atlántico Sur,Autonomous Region,,Región Autónoma del Atlántico No,,hasc
NI-BO,Boaco,Department,,,,iso
NI-CA,Carazo,Department,,,,iso
NI-CI,Chinandega,Department,,,,iso
NI-CO,Chontales,Department,,,,iso
NI-ES,Estelí,Department,,Estel¡,,iso
NI-GR,Granada,Department,,,,iso
NI-JI,Jinotega,Department,,,,iso
NI-LE,León,Department,,,,iso
NI-MD,Madriz,Department,,,,iso
NI-MN,Managua,Department,,,,iso
NI-MS,Masaya,Department,,,,iso
NI-MT,Matagalpa,Department,,,,iso
NI-NS,Nueva Segovia,Department,,,,iso
NI-RI,Rivas,Department,,,,iso
NI-SJ,Río San Juan,Department,,,,iso
NL-DR,Drenthe,Province,,,,iso
NL-FL,Flevoland,Province,,,,iso
NL-FR,Fryslân,Province,,Friesland,,iso
NL-GE,Gelderland,Province,,Geldern|Gheldria|Guelders|Gueldr,,iso
NL-GR,Groningen,Province,,Groninga|Groningue,,iso
NL-LI,Limburg,Province,,Limbourg|Limburgo,,iso
NL-NA,,,,,,first2
NL-NB,Noord-Brabant,Province,,Brabante del Norte|Brabante do N,,iso
NL-NH,Noord-Holland,Province,,Holanda do Norte|Hollande-septen,,iso
NL-OV,Overijssel,Province,,,,iso
NL-UT,Utrecht,Province,,,,iso
NL-ZE,Zeeland,Province,,Zelanda|Zélande|Zelândia,,iso
NO-AA,Aust-Agder,County,,Aust-Agder fylke|Austur-Agðir|Ne,,hasc
NO-AK,Akershus,County,,Akershus fylke,,hasc
NO-BU,Buskerud,County,,Buskerud fylke,,hasc
NO-FI,Finnmark,County,,Finnmark fylke|Finmarken|Finnmár,,hasc
NO-HE,Hedmark,County,,Hedmark fylke|Hedemarken|Heiðmör,,hasc
NO-HO,Hordaland,County,,Hordaland fylke|Hörðaland|Søndre,,hasc
NO-MR,Møre og Romsdal,County,,Moere og Romsdal fylk|Møre|Romsd,,hasc
NO-NO,Nordland,County,,Nordland fylke,,hasc
NO-NT,Nord-Trøndelag,County,,Nord-Troendelag fylke|Nordre Tro,,hasc
NO-OF,Ãstfold,County,,Oestfold fylke,,hasc
NO-OP,Oppland,County,,Oppland fylke|Kristian|Opland|Up,,hasc
NO-OS,Oslo,County,,Oslo fylke|Kristiania,,hasc
NO-RO,Rogaland,County,,Rogaland fylke|Stavanger,,hasc
NO-SF,Sogn og Fjordane,County,,Sogn og Fjordane fyl|Nordre Berg,,hasc
NO-ST,Sør-Trøndelag,County,,Soer-Troendelag fylke|Søndre Tro,,hasc
NO-TE,Telemark,County,,Telemark fylke|Bratsberg|Þelamör,,hasc
NO-TR,Troms,County,,Troms fylke|Tromsø|Troms-Fylki,,hasc
NO-VA,Vest-Agder,County,,Vest-Agder fylke|Lister og Manda,,hasc
NO-VF,Vestfold,County,,Vestfold fylke|Jarlsberg og Larv,,hasc
NP-MM,Central,Development Region,मध्यमाञ्चल विकास क्षेत्र,Madhyamanchal,,hasc
NP-MP,Mid-Western,Development Region,मध्य पश्चिमाञ्चल विकास क्षेत्र,Madhya Pashchimanchal,,hasc
NP-PM,West,Development Region,पश्चिमाञ्चल विकास क्षेत्र,Western|Pashchimanchal,,hasc
NP-PW,East,Development Region,पुर्वाञ्चल विकास क्षेत्र,Eastern|Purwanchal,,hasc
NP-SP,Far-Western,Development Region,सुदुर पश्चिमाञ्चल विकास क्षेत्र,Sudur Pashchimanchal,,hasc
NR-AB,Anabar,District,,,,hasc
NR-AI,Aiwo,District,,,,hasc
NR-AR,Anibare,District,,,,hasc
NR-AT,Anetan,District,,,,hasc
NR-BA,Baiti,District,,,,hasc
NR-BO,Boe,District,,,,hasc
NR-BU,Buada,District,,,,hasc
NR-DE,Denigomodu,District,,,,hasc
NR-EW,Ewa,District,,,,hasc
NR-IJ,Ijuw,District,,,,hasc
NR-ME,Meneng,District,,,,hasc
NR-NI,Nibok,District,,,,hasc
NR-UA,Uaboe,District,,,,hasc
NR-YA,Yaren,District,,,,hasc
NZ-AU,Auckland,Region,,,02,hasc
NZ-BP,Bay of Plenty,Region,,,04,hasc
NZ-CA,Canterbury,Region,,,13,hasc
NZ-CI,Chatham Islands,Territory,,,99,hasc
NZ-GI,Gisborne,Region,,,05,hasc
NZ-HB,Hawke's Bay,Region,,,06,hasc
NZ-MA,Marlborough,Region,,,18,hasc
NZ-MW,Manawatu-Wanganui,Region,,,08,hasc
NZ-NE,Nelson,Region,,,17,hasc
NZ-NI,Northern Islands,Group of islands,,,,capitalized
NZ-NO,Northland,Region,,,01,hasc
NZ-OT,Otago,Region,,,14,hasc
NZ-SI,Southern Islands,Group of islands,,,,capitalized
NZ-SO,Southland,Region,,,15,hasc
NZ-TK,Taranaki,Region,,,07,hasc
NZ-TS,Tasman,Region,,,16,hasc
NZ-WC,West Coast,Region,,,12,hasc
NZ-WG,Wellington,Region,,,09,hasc
NZ-WK,Waikato,Region,,,03,hasc
OM-BN,Al Batinah North,Region,,,,hasc
OM-BS,Al Batinah South,Region,,,,hasc
OM-BU,Al Buraymi,Region,,Adh Dhahirah|Az Zahirah,,iso
OM-DA,Ad Dakhliyah,Region,,Ad Dakhiliyah,,hasc
OM-JA,Dhofar,Province,,Al Janubiyah [Zufar],,hasc
OM-MA,Muscat,Province,,Masqat,,hasc
OM-MU,Musandam,Province,,,,iso
OM-SN,Ash Sharqiyah North,Region,,,,hasc
OM-SS,Ash Sharqiyah South,Region,,,,hasc
OM-WU,Al Wusta,Region,,,,iso
OM-ZA,Al Dhahira,Region,,Adh Dhahirah|Az Zahirah,,hasc
PA-BC,Bocas del Toro,Province,,,,hasc
PA-CC,Coclé,Province,,,,hasc
PA-CH,Chiriquí,Province,,,,hasc
PA-CL,Colón,Province,,,,hasc
PA-DR,Darién,Province,,,,hasc
PA-EM,Emberá,Indigenous Territory,,Emberá-Wounaan,,hasc
PA-HE,Herrera,Province,,,,hasc
PA-LS,Los Santos,Province,,,,hasc
PA-NB,Ngöbe Buglé,Indigenous Territory,,,,hasc
PA-PN,Panamá,Province,,Panam ,,hasc
PA-PO,Panamá Oeste,Province,,,,hasc
PA-SB,Kuna Yala,Indigenous Territory,,,,hasc
PA-VR,Veraguas,Province,,,,hasc
PE-AM,Amazonas,Region,,,01,hasc
PE-AN,Ancash,Region,,Ancachs,02,hasc
PE-AP,Apurímac,Region,,Apuromac,03,hasc
PE-AR,Arequipa,Region,,,04,hasc
PE-AY,Ayacucho,Region,,,05,hasc
PE-CJ,Cajamarca,Region,,Caxamarca,06,hasc
PE-CL,Callao,Province,,El Callao,07,hasc
PE-CS,Cusco,Region,,Cuzco|Qosqo,08,hasc
PE-HC,Huánuco,Region,,Huknuco,10,hasc
PE-HV,Huancavelica,Region,,,09,hasc
PE-IC,Ica,Region,,,11,hasc
PE-JU,Junín,Region,,Junnn,12,hasc
PE-LB,Lambayeque,Region,,,14,hasc
PE-LL,La Libertad,Region,,Libertad,13,hasc
PE-LO,Loreto,Region,,,16,hasc
PE-LP,Lima Province,Province,,,15,hasc
PE-LR,Lima,Region,,,15,hasc
PE-MD,Madre de Dios,Region,,,17,hasc
PE-MQ,Moquegua,Region,,,18,hasc
PE-PA,Pasco,Region,,,19,hasc
PE-PI,Piura,Region,,,20,hasc
PE-PU,Puno,Region,,,21,hasc
PE-SM,San Martín,Region,,San Mart,22,hasc
PE-TA,Tacna,Region,,,23,hasc
PE-TU,Tumbes,Region,,Tumbez,24,hasc
PE-UC,Ucayali,Region,,,25,hasc
PF-LI,Îles Sous-le-Vent,Administrative subdivisions,,Leeward Islands,,hasc
PF-MI,Îles Marquises,Administrative subdivisions,,Marquises|Marquesas Islands,,hasc
PF-TG,Îles Tuamotu-Gambier,Administrative subdivisions,,Tuāmotu-Gambier|Archipels des Tu,,hasc
PF-TI,Îles Australes,Administrative subdivisions,,Tuha'a Pae|Austral Islands|Archi,,hasc
PF-WI,Îles du Vent,Administrative subdivisions,,Windward Islands,,hasc
PG-CE,Central,Province,,,,hasc
PG-CH,Chimbu,Province,,Simbu,,hasc
PG-EG,Enga,Province,,,,hasc
PG-EH,Eastern Highlands,Province,,Planalto Oriental,,hasc
PG-EN,East New Britain,Province,,Nova Bretanha Oriental|Nuova Bri,,hasc
PG-ES,East Sepik,Province,,,,hasc
PG-GU,Gulf,Province,,,,hasc
PG-HE,Hela,Province,,,,hasc
PG-JI,Jiwaka,Province,,,,hasc
PG-MB,Milne Bay,Province,,,,hasc
PG-MD,Madang,Province,,,,hasc
PG-MN,Manus,Province,,,,hasc
PG-MR,Morobe,Province,,,,hasc
PG-NC,National Capital District,District,,NCD,,hasc
PG-NI,New Ireland,Province,,Neuirland|Nouvelle-Irlande|Nova,,hasc
PG-NO,Oro,Province,,Northern,,hasc
PG-NS,Bougainville,Autonomous Region,,Northern Solomon Islands|North S,,hasc
PG-SA,Sandaun,Province,,West Sepik,,hasc
PG-SL,Southern Highlands,Province,,,,hasc
PG-WE,Western,Province,,Fly,,hasc
PG-WL,Western Highlands,Province,,Planalto Ocidental,,hasc
PG-WN,West New Britain,Province,,Nova Bretanha Ocidental|Nuova Br,,hasc
PH-AB,Abra,Province,,,1401,hasc
PH-AK,Aklan,Province,,,604,hasc
PH-AL,Albay,Province,,,505,hasc
PH-AN,Agusan del Norte,Province,,,1602,hasc
PH-AP,Apayao,Province,,,1481,hasc
PH-AQ,Antique,Province,,,606,hasc
PH-AS,Agusan del Sur,Province,,,1603,hasc
PH-AU,Aurora,Province,,,377,hasc
PH-BA,Bataan,Province,,,308,hasc
PH-BG,Benguet,Province,,,1411,hasc
PH-BI,Biliran,Province,,,878,hasc
PH-BK,Bukidnon,Province,,,1013,hasc
PH-BN,Batanes,Province,,,209,hasc
PH-BO,Bohol,Province,,,712,hasc
PH-BS,Basilan,Province,,,1507,hasc
PH-BT,Batangas,Province,,,410,hasc
PH-BU,Bulacan,Province,,,314,hasc
PH-CB,Cebu,Province,,,722,hasc
PH-CG,Cagayan,Province,,,215,hasc
PH-CL,Compostela Valley,Province,,,1182,hasc
PH-CM,Camiguin,Province,,,1018,hasc
PH-CN,Camarines Norte,Province,,,516,hasc
PH-CP,Capiz,Province,,,619,hasc
PH-CS,Camarines Sur,Province,,,517,hasc
PH-CT,Catanduanes,Province,,,520,hasc
PH-CV,Cavite,Province,,,421,hasc
PH-DI,Dinagat Islands,Province,,,1685,hasc
PH-DO,Davao Oriental,Province,,,1125,hasc
PH-DS,Davao del Sur,Province,,,1124,hasc
PH-DV,Davao del Norte,Province,,Davao,1123,hasc
PH-ES,Eastern Samar,Province,,,826,hasc
PH-GU,Guimaras,Province,,,679,hasc
PH-IB,Isabela,Province,,,231,hasc
PH-IF,Ifugao,Province,,,1427,hasc
PH-II,Iloilo,Province,,,630,hasc
PH-IN,Ilocos Norte,Province,,,128,hasc
PH-IS,Ilocos Sur,Province,,,129,hasc
PH-KA,Kalinga,Province,,,1432,hasc
PH-LE,Leyte,Province,,,837,hasc
PH-LG,Laguna,Province,,,434,hasc
PH-LN,Lanao del Norte,Province,,,1035,hasc
PH-LS,Lanao del Sur,Province,,,1536,hasc
PH-LU,La Union,Province,,,133,hasc
PH-MB,Masbate,Province,,,541,hasc
PH-MC,Occidental Mindoro,Province,,,1751,hasc
PH-MD,Misamis Occidental,Province,,,1042,hasc
PH-MG,Maguindanao,Province,,,1538,hasc
PH-MM,Metropolitan Manila,Province,,,1339,hasc
PH-MN,Misamis Oriental,Province,,,1043,hasc
PH-MQ,Marinduque,Province,,,1740,hasc
PH-MR,Oriental Mindoro,Province,,,1752,hasc
PH-MT,Mountain Province,Province,,,1444,hasc
PH-NC,North Cotabato,Province,,,1247,hasc
PH-ND,Negros Occidental,Province,,,645,hasc
PH-NE,Nueva Ecija,Province,,,349,hasc
PH-NR,Negros Oriental,Province,,,746,hasc
PH-NS,Northern Samar,Province,,,848,hasc
PH-NV,Nueva Vizcaya,Province,,,250,hasc
PH-PA,Pangasinan,Province,,,155,first2
PH-PL,Palawan,Province,,Paragua,1753,hasc
PH-PM,Pampanga,Province,,,354,hasc
PH-QR,Quirino,Province,,,257,hasc
PH-QZ,Quezon,Province,,,456,hasc
PH-RI,Rizal,Province,,,458,hasc
PH-RO,Romblon,Province,,,1759,hasc
PH-SC,South Cotabato,Province,,,1263,hasc
PH-SG,Sarangani,Province,,,1280,hasc
PH-SK,Sultan Kudarat,Province,,,1265,hasc
PH-SL,Southern Leyte,Province,,,864,hasc
PH-SM,Samar,Province,,Western Samar,860,hasc
PH-SN,Surigao del Norte,Province,,,1667,hasc
PH-SQ,Siquijor,Province,,,761,hasc
PH-SR,Sorsogon,Province,,,562,hasc
PH-SS,Surigao del Sur,Province,,,1668,hasc
PH-SU,Sulu,Province,,,1566,hasc
PH-TR,Tarlac,Province,,,369,hasc
PH-TT,Tawi-Tawi,Province,,,1570,hasc
PH-ZA,Zambales,Province,,,371,first2
PH-ZN,Zamboanga del Norte,Province,,,972,hasc
PH-ZS,Zamboanga del Sur,Province,,,973,hasc
PH-ZY,Zamboanga Sibugay,Province,,,983,hasc
PK-BA,Balochistan,Province,,Baluchistan|BéloutchistanBeluchi,,iso
PK-IS,Islamabad,Capital Territory,,F.C.T.|Federal Capital Territory,,iso
PK-NW,Khyber-Pakhtunkhwa,Province,,N.W.F.P.|North-West Frontier Pro,,hasc
PK-PB,Punjab,Province,,Pendjab|Penjab,,iso
PK-SD,Sindh,Province,,Sind,,iso
PK-TA,Federally Administered Tribal Ar,Territory,F.A.T.A.,F.A.T.A.,,hasc
PL-DO,Dolnośląskie,Voivodeship,,,02,first2
PL-KP,Kujawsko-Pomorskie,Voivodeship,,,04,capitalized
PL-LB,Lubuskie,Voivodeship,,,08,any2
PL-LU,Lubelskie,Voivodeship,,,06,first2
PL-MA,Małopolskie,Voivodeship,,,12,first2
PL-MZ,Mazowieckie,Voivodeship,,,14,any2
PL-OD,Łódzkie,Voivodeship,,,10,first2
PL-OP,Opolskie,Voivodeship,,,16,first2
PL-PD,Podlaskie,Voivodeship,,,20,any2
PL-PM,Pomorskie,Voivodeship,,,22,any2
PL-PO,Podkarpackie,Voivodeship,,,18,first2
PL-SL,Śląskie,Voivodeship,,,24,first2
PL-SW,Świętokrzyskie,Voivodeship,,,26,first2
PL-WI,Wielkopolskie,Voivodeship,,,30,first2
PL-WM,Warmińsko-Mazurskie,Voivodeship,,,28,capitalized
PL-ZA,Zachodniopomorskie,Voivodeship,,,32,first2
PM-ML,Miquelon-Langlade,Commune,,,,hasc
PM-SP,Saint-Pierre,Commune,,,,hasc
PR-AB,Aguas Buenas,Municipality,,,,hasc
PR-AC,Arecibo,Municipality,,,,hasc
PR-AD,Aguada,Municipality,,,,hasc
PR-AI,Aibonito,Municipality,,,,hasc
PR-AJ,Adjuntas,Municipality,,,,hasc
PR-AL,Aguadilla,Municipality,,,,hasc
PR-AN,Añasco,Municipality,,,,hasc
PR-AR,Arroyo,Municipality,,,,hasc
PR-BC,Barceloneta,Municipality,,,,hasc
PR-BQ,Barranquitas,Municipality,,,,hasc
PR-BY,Bayamón,Municipality,,,,hasc
PR-CA,Camuy,Municipality,,,,hasc
PR-CB,Ceiba,Municipality,,,,hasc
PR-CD,Cidra,Municipality,,,,hasc
PR-CG,Caguas,Municipality,,,,hasc
PR-CL,Ciales,Municipality,,,,hasc
PR-CM,Comerío,Municipality,,,,hasc
PR-CN,Carolina,Municipality,,,,hasc
PR-CO,Coamo,Municipality,,,,hasc
PR-CR,Cabo Rojo,Municipality,,,,hasc
PR-CT,Cataño,Municipality,,,,hasc
PR-CU,Culebra,Municipality,,,,hasc
PR-CV,Canóvanas,Municipality,,,,hasc
PR-CY,Cayey,Municipality,,,,hasc
PR-CZ,Corozal,Municipality,,,,hasc
PR-DO,Dorado,Municipality,,,,hasc
PR-FJ,Fajardo,Municipality,,,,hasc
PR-FL,Florida,Municipality,,,,hasc
PR-GB,Guaynabo,Municipality,,,,hasc
PR-GC,Guánica,Municipality,,,,hasc
PR-GL,Guayanilla,Municipality,,,,hasc
PR-GM,Guayama,Municipality,,,,hasc
PR-GR,Gurabo,Municipality,,,,hasc
PR-HA,Hatillo,Municipality,,,,hasc
PR-HO,Hormigueros,Municipality,,,,hasc
PR-HU,Humacao,Municipality,,,,hasc
PR-IS,Isabela,Municipality,,,,hasc
PR-JC,Juncos,Municipality,,,,hasc
PR-JD,Juana Díaz,Municipality,,,,hasc
PR-JY,Jayuya,Municipality,,,,hasc
PR-LJ,Lajas,Municipality,,,,hasc
PR-LM,Las Marías,Municipality,,,,hasc
PR-LP,Las Piedras,Municipality,,,,hasc
PR-LQ,Luquillo,Municipality,,,,hasc
PR-LR,Lares,Municipality,,,,hasc
PR-LZ,Loíza,Municipality,,,,hasc
PR-MB,Maunabo,Municipality,,,,hasc
PR-MC,Moca,Municipality,,,,hasc
PR-MG,Mayagüez,Municipality,,,,hasc
PR-MR,Maricao,Municipality,,,,hasc
PR-MT,Manatí,Municipality,,,,hasc
PR-MV,Morovis,Municipality,,,,hasc
PR-NG,Naguabo,Municipality,,,,hasc
PR-NR,Naranjito,Municipality,,,,hasc
PR-OR,Orocovis,Municipality,,,,hasc
PR-PN,Peñuelas,Municipality,,,,hasc
PR-PO,Ponce,Municipality,,,,hasc
PR-PT,Patillas,Municipality,,,,hasc
PR-QB,Quebradillas,Municipality,,,,hasc
PR-RC,Rincón,Municipality,,,,hasc
PR-RG,Río Grande,Municipality,,,,hasc
PR-SA,Salinas,Municipality,,,,hasc
PR-SB,Sabana Grande,Municipality,,,,hasc
PR-SG,San Germán,Municipality,,,,hasc
PR-SI,Santa Isabel,Municipality,,,,hasc
PR-SJ,San Juan,Municipality,,,,hasc
PR-SL,San Lorenzo,Municipality,,,,hasc
PR-SS,San Sebastián,Municipality,,,,hasc
PR-TA,Toa Alta,Municipality,,,,hasc
PR-TB,Toa Baja,Municipality,,,,hasc
PR-TJ,Trujillo Alto,Municipality,,,,hasc
PR-UT,Utuado,Municipality,,,,hasc
PR-VA,Vega Alta,Municipality,,,,hasc
PR-VB,Vega Baja,Municipality,,,,hasc
PR-VL,Villalba,Municipality,,,,hasc
PR-VQ,Vieques,Municipality,,,,hasc
PR-YB,Yabucoa,Municipality,,,,hasc
PR-YU,Yauco,Municipality,,,,hasc
PS-GZ,Gaza,District,,,,hasc
PS-WE,West Bank,District,,,,hasc
PT-AC,Azores,'Autonomous Region',,Açores,,hasc
PT-AV,Aveiro,District,,,01,hasc
PT-BA,Bragança,District,,Braganza,04,hasc
PT-BE,Beja,District,,,02,hasc
PT-BR,Braga,District,,,03,hasc
PT-CB,Castelo Branco,District,,,05,hasc
PT-CO,Coimbra,District,,,06,hasc
PT-EV,Évora,District,,,,hasc
PT-FA,Faro,District,,,08,hasc
PT-GU,Guarda,District,,,09,hasc
PT-LE,Leiria,District,,,,hasc
PT-LI,Lisboa,District,,Lisbon|Lisbona|Lisbonne|Lissabon,,hasc
PT-MA,Madeira,'Autonomous Region',,,,first2
PT-PA,Portalegre,District,,,,hasc
PT-PO,Porto,District,,Oporto,,hasc
PT-SA,Santarém,District,,,,hasc
PT-SE,Setúbal,District,,,,hasc
PT-VC,Viana do Castelo,District,,Vianna do Castello,,hasc
PT-VI,Viseu,District,,Vizeu,,hasc
PT-VR,Vila Real,District,,Villa Real,,hasc
PW-AM,Aimeliik,State,,,,hasc
PW-AN,Angaur,State,,,,first2
PW-AR,Airai,State,,,,hasc
PW-HA,Hatohobei,State,,,,hasc
PW-KA,Kayangel,State,,,,hasc
PW-KO,Koror,State,,,,hasc
PW-ME,Melekeok,State,,,,hasc
PW-NC,Ngarchelong,State,,,,hasc
PW-ND,Ngaraard,State,,,,hasc
PW-NL,Ngeremlengui,State,,Ngaremlengui,,hasc
PW-NM,Ngardmau,State,,,,hasc
PW-NP,Ngatpang,State,,,,hasc
PW-NS,Ngchesar,State,,,,hasc
PW-NW,Ngiwal,State,,,,hasc
PW-PE,Peleliu,State,,,,first2
PW-SO,Sonsorol,State,,,,hasc
PY-AA,Alto Paraná,Department,,,,hasc
PY-AG,Alto Paraguay,Department,,,,hasc
PY-AM,Amambay,Department,,,,hasc
PY-AS,Asunción,Capital District,,,,hasc
PY-BQ,Boquerón,Department,,,,hasc
PY-CE,Central,Department,,,,hasc
PY-CG,Caaguazú,Department,,,,hasc
PY-CN,Concepción,Department,,,,hasc
PY-CR,Cordillera,Department,,,,hasc
PY-CY,Canindeyú,Department,,,,hasc
PY-CZ,Caazapá,Department,,,,hasc
PY-GU,Guairá,Department,,,,hasc
PY-IT,Itapúa,Department,,,,hasc
PY-MI,Misiones,Department,,,,hasc
PY-NE,Ñeembucú,Department,,,,hasc
PY-PG,Paraguarí,Department,,,,hasc
PY-PH,Presidente Hayes,Department,,,,hasc
PY-SP,San Pedro,Department,,,,hasc
QA-DA,Ad Dawhah,Municipality,الدوحة,Doha,,iso
QA-DY,Al Daayen,Municipality,الضعاين‎,,,hasc
QA-KR,Al Khor,Municipality,الخور‎,Al Khawr,,hasc
QA-MS,Madinat ash Shamal,Municipality,الشمال‎,,,hasc
QA-RA,Ar Rayyan,Municipality,الريان‎,,,iso
QA-US,Umm Salal,Municipality,أم صلال‎,,,iso
QA-WA,Al Wakrah,Municipality,الوكرة,Al Wakra,,iso
RE-BN,Saint-Benoît,Arrondissement,,,,hasc
RE-DN,Saint-Denis,Arrondissement,,,,hasc
RE-PL,Saint-Paul,Arrondissement,,,,hasc
RE-PR,Saint-Pierre,Arrondissement,,,,hasc
RO-AB,Alba,County,,,,iso
RO-AG,Argeș,County,,Arges,,iso
RO-AR,Arad,County,,,,iso
RO-BC,Bacău,County,,Bacau,,iso
RO-BH,Bihor,County,,,,iso
RO-BI,Bucharest,Municipality,,Bucuresti,,hasc
RO-BN,Bistrița-Năsăud,County,,Bistrita-nasaud,,iso
RO-BR,Brăila,County,,Braila,,iso
RO-BT,Botoșani,County,,Botosani,,iso
RO-BV,Brașov,County,,Brasov,,iso
RO-BZ,Buzău,County,,Buzau,,iso
RO-CJ,Cluj,County,,,,iso
RO-CL,Călărași,County,,Calarasi,,iso
RO-CS,Caraș-Severin,County,,Caras-severin,,iso
RO-CT,Constanța,County,,Constanta,,iso
RO-CV,Covasna,County,,,,iso
RO-DB,Dâmbovița,County,,Dambovita,,iso
RO-DJ,Dolj,County,,,,iso
RO-GJ,Gorj,County,,,,iso
RO-GL,Galați,County,,Galati,,iso
RO-GR,Giurgiu,County,,,,iso
RO-HD,Hunedoara,County,,,,iso
RO-HR,Harghita,County,,,,iso
RO-IF,Ilfov,County,,,,iso
RO-IL,Ialomița,County,,Ialomita,,iso
RO-IS,Iași,County,,Iasi,,iso
RO-MH,Mehedinți,County,,Mehedinti,,iso
RO-MM,Maramureș,County,,Maramures,,iso
RO-MS,Mureș,County,,Mures,,iso
RO-NT,Neamț,County,,Neamt,,iso
RO-OT,Olt,County,,,,iso
RO-PH,Prahova,County,,,,iso
RO-SB,Sibiu,County,,,,iso
RO-SJ,Sălaj,County,,Salaj,,iso
RO-SM,Satu Mare,County,,,,iso
RO-SV,Suceava,County,,,,iso
RO-TL,Tulcea,County,,,,iso
RO-TM,Timiș,County,,Timis,,iso
RO-TR,Teleorman,County,,,,iso
RO-VL,Vâlcea,County,,Valcea,,iso
RO-VN,Vrancea,County,,,,iso
