admin_id_old,admin_id_new,code,rule,provenance
RO-MM-RC,RO-MM-BI,BI,sequential,cc0
RO-MM-RD,RO-MM-RD,RD,initials,spine
RO-MM-RE,RO-MM-BO,BO,sequential,cc0
RO-MM-RM,RO-MM-RE,RE,name,spine
RO-MM-RO,RO-MM-RN,RN,any2,spine
RO-MM-RP,RO-MM-RP,RP,skeleton,spine
RO-MM-RU,RO-MM-RU,RU,name,spine
RO-MM-RZ,RO-MM-RO,RO,name,spine
RO-MM-SA,RO-MM-SC,SC,skeleton,spine
RO-MM-SC,RO-MM-BU,BU,sequential,cc0
RO-MM-SD,RO-MM-CA,CA,sequential,cc0
RO-MM-SE,RO-MM-SE,SE,name,spine
RO-MM-SI,RO-MM-SI,SI,name,cc0
RO-MM-SL,RO-MM-SL,SL,skeleton,spine
RO-MM-SM,RO-MM-CC,CC,sequential,cc0
RO-MM-SN,RO-MM-SA,SA,name,cc0
RO-MM-SO,RO-MM-CL,CL,sequential,cc0
RO-MM-SP,RO-MM-CN,CN,sequential,cc0
RO-MM-SR,RO-MM-SR,SR,skeleton,spine
RO-MM-ST,RO-MM-CO,CO,sequential,cc0
RO-MM-SU,RO-MM-SD,SD,initials,spine
RO-MM-TL,RO-MM-CR,CR,sequential,cc0
RO-MM-TM,RO-MM-CU,CU,sequential,cc0
RO-MM-UL,RO-MM-UL,UL,name,spine
RO-MM-VC,RO-MM-VC,VC,initials,spine
RO-MM-VD,RO-MM-VD,VD,initials,spine
RO-MM-VI,RO-MM-VI,VI,initials,spine
RO-MM-VM,RO-MM-VM,VM,initials,spine
RO-MM-VS,RO-MM-EE,EE,sequential,cc0
RO-MS-AC,RO-MS-ACA,ACA,name,spine
RO-MS-AD,RO-MS-ADA,ADA,name,spine
RO-MS-AL,RO-MS-A00,A00,sequential,cc0
RO-MS-AP,RO-MS-APO,APO,name,spine
RO-MS-AT,RO-MS-ATI,ATI,name,spine
RO-MS-AU,RO-MS-A01,A01,sequential,cc0
RO-MS-BA,RO-MS-BAG,BAG,name,spine
RO-MS-BD,RO-MS-A02,A02,sequential,cc0
RO-MS-BE,RO-MS-A03,A03,sequential,cc0
RO-MS-BH,RO-MS-BAH,BAH,name,spine
RO-MS-BI,RO-MS-BIC,BIC,name,spine
RO-MS-BL,RO-MS-A04,A04,sequential,cc0
RO-MS-BN,RO-MS-BAN,BAN,name,spine
RO-MS-BO,RO-MS-A05,A05,sequential,cc0
RO-MS-BR,RO-MS-BRA,BRA,name,spine
RO-MS-BT,RO-MS-A06,A06,sequential,cc0
RO-MS-BU,RO-MS-A07,A07,sequential,cc0
RO-MS-CA,RO-MS-A08,A08,sequential,cc0
RO-MS-CC,RO-MS-A09,A09,sequential,cc0
RO-MS-CD,RO-MS-CDC,CDC,initials,spine
RO-MS-CH,RO-MS-A10,A10,sequential,cc0
RO-MS-CI,RO-MS-A11,A11,sequential,cc0
RO-MS-CO,RO-MS-COR,COR,name,spine
RO-MS-CR,RO-MS-CRA,CRA,name,spine
RO-MS-CS,RO-MS-A12,A12,sequential,cc0
RO-MS-CU,RO-MS-A13,A13,sequential,cc0
RO-MS-CZ,RO-MS-COZ,COZ,name,spine
RO-MS-DA,RO-MS-DAN,DAN,name,spine
RO-MS-DE,RO-MS-A14,A14,sequential,cc0
RO-MS-EN,RO-MS-ERN,ERN,name,spine
RO-MS-ER,RO-MS-ERE,ERE,name,spine
RO-MS-FA,RO-MS-A15,A15,sequential,cc0
RO-MS-FR,RO-MS-A16,A16,sequential,cc0
RO-MS-GA,RO-MS-A17,A17,sequential,cc0
RO-MS-GD,RO-MS-A18,A18,sequential,cc0
RO-MS-GH,RO-MS-GHI,GHI,name,spine
RO-MS-GL,RO-MS-A19,A19,sequential,cc0
RO-MS-GN,RO-MS-A20,A20,sequential,cc0
RO-MS-GO,RO-MS-A21,A21,sequential,cc0
RO-MS-GR,RO-MS-A22,A22,sequential,cc0
RO-MS-GU,RO-MS-A23,A23,sequential,cc0
RO-MS-HD,RO-MS-HOD,HOD,name,spine
RO-MS-HO,RO-MS-A24,A24,sequential,cc0
RO-MS-IB,RO-MS-A25,A25,sequential,cc0
RO-MS-IC,RO-MS-A26,A26,sequential,cc0
RO-MS-ID,RO-MS-IDJ,IDJ,initials,spine
RO-MS-IE,RO-MS-A27,A27,sequential,cc0
RO-MS-LB,RO-MS-A28,A28,sequential,cc0
RO-MS-LI,RO-MS-LIV,LIV,name,spine
RO-MS-LN,RO-MS-A29,A29,sequential,cc0
RO-MS-LU,RO-MS-A30,A30,sequential,cc0
RO-MS-MA,RO-MS-MAG,MAG,name,spine
RO-MS-MD,RO-MS-A31,A31,sequential,cc0
RO-MS-MI,RO-MS-A32,A32,sequential,cc0
RO-MS-MN,RO-MS-MIN,MIN,compound,spine
RO-MS-NA,RO-MS-A33,A33,sequential,cc0
RO-MS-NE,RO-MS-NEA,NEA,name,spine
RO-MS-OG,RO-MS-A34,A34,sequential,cc0
RO-MS-PA,RO-MS-PAN,PAN,name,spine
RO-MS-PE,RO-MS-A35,A35,sequential,cc0
RO-MS-PI,RO-MS-A36,A36,sequential,cc0
RO-MS-PO,RO-MS-A37,A37,sequential,cc0
RO-MS-PS,RO-MS-PAS,PAS,name,spine
RO-MS-RA,RO-MS-RAC,RAC,name,spine
RO-MS-RE,RO-MS-A38,A38,sequential,cc0
RO-MS-RM,RO-MS-A39,A39,sequential,cc0
RO-MS-RS,RO-MS-A40,A40,sequential,cc0
RO-MS-SA,RO-MS-A41,A41,sequential,cc0
RO-MS-SC,RO-MS-SIN,SIN,name,spine
RO-MS-SD,RO-MS-A42,A42,sequential,cc0
RO-MS-SE,RO-MS-A43,A43,sequential,cc0
RO-MS-SG,RO-MS-A44,A44,sequential,cc0
RO-MS-SI,RO-MS-A45,A45,sequential,cc0
RO-MS-SL,RO-MS-A46,A46,sequential,cc0
RO-MS-SM,RO-MS-A47,A47,sequential,cc0
RO-MS-SN,RO-MS-A48,A48,sequential,cc0
RO-MS-SO,RO-MS-A49,A49,sequential,cc0
RO-MS-SP,RO-MS-A50,A50,sequential,cc0
RO-MS-SR,RO-MS-A51,A51,sequential,cc0
RO-MS-SS,RO-MS-SAS,SAS,name,spine
RO-MS-ST,RO-MS-A52,A52,sequential,cc0
RO-MS-SU,RO-MS-A53,A53,sequential,cc0
RO-MS-SV,RO-MS-A54,A54,sequential,cc0
RO-MS-TA,RO-MS-A55,A55,sequential,cc0
RO-MS-TM,RO-MS-A56,A56,sequential,cc0
RO-MS-TU,RO-MS-A57,A57,sequential,cc0
RO-MS-UN,RO-MS-UNG,UNG,name,spine
RO-MS-US,RO-MS-A58,A58,sequential,cc0
RO-MS-VA,RO-MS-A59,A59,sequential,cc0
RO-MS-VE,RO-MS-VET,VET,name,spine
RO-MS-VI,RO-MS-A60,A60,sequential,cc0
RO-MS-VL,RO-MS-A61,A61,sequential,cc0
RO-MS-VO,RO-MS-VOI,VOI,name,spine
RO-MS-VR,RO-MS-VAR,VAR,name,spine
RO-MS-VT,RO-MS-VAT,VAT,name,spine
RO-MS-ZA,RO-MS-A62,A62,sequential,cc0
RO-MS-ZD,RO-MS-A63,A63,sequential,cc0
RO-NT-AG,RO-NT-AGA,AGA,name,cc0
RO-NT-BA,RO-NT-BIA,BIA,compound,cc0
RO-NT-BC,RO-NT-BCH,BCH,compound.alt,cc0
RO-NT-BE,RO-NT-BOI,BOI,name.ends,cc0
RO-NT-BG,RO-NT-BAI,BAI,name.ends,cc0
RO-NT-BH,RO-NT-BAH,BAH,name,cc0
RO-NT-BI,RO-NT-BIC,BIC,name,cc0
RO-NT-BL,RO-NT-BAL,BAL,name,cc0
RO-NT-BO,RO-NT-BOD,BOD,name,cc0
RO-NT-BR,RO-NT-BRU,BRU,name,cc0
RO-NT-BT,RO-NT-BOT,BOT,name,cc0
RO-NT-BZ,RO-NT-BOZ,BOZ,name,cc0
RO-NT-CA,RO-NT-CAN,CAN,name,cc0
RO-NT-CE,RO-NT-CEA,CEA,name,spine
RO-NT-CO,RO-NT-COR,COR,name,cc0
RO-NT-CR,RO-NT-CRA,CRA,name,cc0
RO-NT-CS,RO-NT-COS,COS,name,cc0
RO-NT-DA,RO-NT-DAM,DAM,name,cc0
RO-NT-DG,RO-NT-DRA,DRA,name,cc0
RO-NT-DL,RO-NT-DOL,DOL,name,cc0
RO-NT-DO,RO-NT-DOB,DOB,name,cc0
RO-NT-DR,RO-NT-DUR,DUR,compound,cc0
RO-NT-DU,RO-NT-DUL,DUL,name,cc0
RO-NT-FA,RO-NT-FAR,FAR,name,cc0
RO-NT-FU,RO-NT-FAU,FAU,name,cc0
RO-NT-GA,RO-NT-GAR,GAR,name,cc0
RO-NT-GH,RO-NT-GHE,GHE,name,cc0
RO-NT-GI,RO-NT-GIR,GIR,name,cc0
RO-NT-GR,RO-NT-GRI,GRI,name,cc0
RO-NT-GU,RO-NT-GRU,GRU,name,cc0
RO-NT-HA,RO-NT-HAN,HAN,name,cc0
RO-NT-HO,RO-NT-HOR,HOR,name,cc0
RO-NT-IC,RO-NT-IOC,IOC,compound,cc0
RO-NT-IR,RO-NT-BAR,BAR,name,cc0
RO-NT-IU,RO-NT-ICU,ICU,name,cc0
RO-NT-MA,RO-NT-MAR,MAR,name,cc0
RO-NT-MO,RO-NT-MOL,MOL,name,cc0
RO-NT-OI,RO-NT-POI,POI,name,cc0
RO-NT-ON,RO-NT-ONI,ONI,name,cc0
RO-NT-OR,RO-NT-BOR,BOR,name,cc0
RO-NT-PA,RO-NT-PAN,PAN,name,cc0
RO-NT-PE,RO-NT-PET,PET,name,cc0
RO-NT-PI,RO-NT-PIP,PIP,name,cc0
RO-NT-PN,RO-NT-PIN,PIN,compound,spine
RO-NT-PO,RO-NT-POD,POD,name,cc0
RO-NT-PR,RO-NT-PAS,PAS,name,cc0
RO-NT-PS,RO-NT-PIS,PIS,compound,cc0
RO-NT-PT,RO-NT-POT,POT,compound,cc0
RO-NT-RA,RO-NT-RAU,RAU,name,cc0
RO-NT-RD,RO-NT-RDJ,RDJ,initials,spine
RO-NT-RE,RO-NT-RED,RED,name,cc0
RO-NT-RM,RO-NT-ROI,ROI,name.ends,cc0
RO-NT-RO,RO-NT-ROM,ROM,name,cc0
RO-NT-RZ,RO-NT-ROZ,ROZ,name,cc0
RO-NT-SA,RO-NT-SAB,SAB,name,cc0
RO-NT-SC,RO-NT-SCM,SCM,initials,cc0
RO-NT-SE,RO-NT-SEC,SEC,name,cc0
RO-NT-SG,RO-NT-SAG,SAG,name,cc0
RO-NT-ST,RO-NT-STA,STA,name,cc0
RO-NT-SV,RO-NT-SAV,SAV,name,cc0
RO-NT-TA,RO-NT-TAM,TAM,name,cc0
RO-NT-TC,RO-NT-TAR,TAR,name,cc0
RO-NT-TI,RO-NT-TIB,TIB,name,cc0
RO-NT-TM,RO-NT-TIM,TIM,name,cc0
RO-NT-TN,RO-NT-TAN,TAN,compound,cc0
RO-NT-TR,RO-NT-TRI,TRI,name,cc0
RO-NT-TS,RO-NT-TAS,TAS,name,cc0
RO-NT-TU,RO-NT-TUP,TUP,name,cc0
RO-NT-TZ,RO-NT-TAZ,TAZ,name,spine
RO-NT-UR,RO-NT-URE,URE,name,cc0
RO-NT-VI,RO-NT-ACB,ACB,initials,cc0
RO-NT-VN,RO-NT-VAN,VAN,compound,spine
RO-NT-VU,RO-NT-VAU,VAU,compound,cc0
RO-NT-ZA,RO-NT-ZAN,ZAN,name,cc0
RO-OT-AE,RO-OT-VAI,VAI,name.ends,cc0
RO-OT-AL,RO-OT-ALU,ALU,name,spine
RO-OT-BA,RO-OT-BAB,BAB,name,cc0
RO-OT-BD,RO-OT-BDV,BDV,initials,spine
RO-OT-BE,RO-OT-BRE,BRE,name,cc0
RO-OT-BL,RO-OT-BAA,BAA,name.ends,spine
RO-OT-BO,RO-OT-BOB,BOB,name,cc0
RO-OT-BR,RO-OT-BRI,BRI,name.ends,cc0
RO-OT-BS,RO-OT-BAL,BAL,name,cc0
RO-OT-BT,RO-OT-BRA,BRA,name,cc0
RO-OT-BU,RO-OT-BUC,BUC,name,cc0
RO-OT-BZ,RO-OT-BAR,BAR,name,cc0
RO-OT-CA,RO-OT-CAL,CAL,name.ends,cc0
RO-OT-CB,RO-OT-COA,COA,name.ends,cc0
RO-OT-CE,RO-OT-CEZ,CEZ,name,cc0
RO-OT-CI,RO-OT-CIL,CIL,name,cc0
RO-OT-CL,RO-OT-CAR,CAR,name,cc0
RO-OT-CO,RO-OT-COL,COL,name,cc0
RO-OT-CR,RO-OT-CRA,CRA,name,cc0
RO-OT-CS,RO-OT-CUR,CUR,name,cc0
RO-OT-CT,RO-OT-COT,COT,name,cc0
RO-OT-CU,RO-OT-CUN,CUN,name,cc0
RO-OT-DA,RO-OT-DAN,DAN,name,cc0
RO-OT-DB,RO-OT-DOU,DOU,name.ends,cc0
RO-OT-DE,RO-OT-DEV,DEV,name,cc0
RO-OT-DO,RO-OT-DRO,DRO,compound,spine
RO-OT-DR,RO-OT-DRA,DRA,name,cc0
RO-OT-DS,RO-OT-DOB,DOB,name,cc0
RO-OT-DT,RO-OT-DOA,DOA,name.ends,cc0
RO-OT-FA,RO-OT-FAG,FAG,name,cc0
RO-OT-FL,RO-OT-FAL,FAL,name,cc0
RO-OT-FR,RO-OT-FAR,FAR,name,cc0
RO-OT-GA,RO-OT-GAN,GAN,name,cc0
RO-OT-GC,RO-OT-GAR,GAR,name,cc0
RO-OT-GI,RO-OT-GIU,GIU,name,cc0
RO-OT-GJ,RO-OT-GRO,GRO,name,cc0
RO-OT-GO,RO-OT-GOS,GOS,name,cc0
RO-OT-GR,RO-OT-GRA,GRA,name,cc0
RO-OT-IA,RO-OT-IAN,IAN,name,cc0
RO-OT-IC,RO-OT-ICO,ICO,name,cc0
RO-OT-IJ,RO-OT-IAJ,IAJ,compound,cc0
RO-OT-IV,RO-OT-IZV,IZV,name,cc0
RO-OT-IZ,RO-OT-IZB,IZB,name,cc0
RO-OT-LE,RO-OT-LEL,LEL,name,cc0
RO-OT-MA,RO-OT-MAR,MAR,name,cc0
RO-OT-MI,RO-OT-MIH,MIH,name,cc0
RO-OT-MO,RO-OT-MOR,MOR,name,cc0
RO-OT-MV,RO-OT-MOV,MOV,name,cc0
RO-OT-NT,RO-OT-NIT,NIT,compound,cc0
RO-OT-OB,RO-OT-OBA,OBA,name,cc0
RO-OT-OD,RO-OT-ODJ,ODJ,initials,cc0
RO-OT-OO,RO-OT-OBO,OBO,name,cc0
RO-OT-OP,RO-OT-OPO,OPO,name,cc0
RO-OT-OR,RO-OT-ORL,ORL,name,cc0
RO-OT-OT,RO-OT-OPT,OPT,name,spine
RO-OT-OU,RO-OT-COR,COR,name,cc0
RO-OT-PA,RO-OT-PAR,PAR,name,cc0
RO-OT-PB,RO-OT-POB,POB,name,cc0
RO-OT-PE,RO-OT-PER,PER,name,cc0
RO-OT-PL,RO-OT-PLE,PLE,name,cc0
RO-OT-PO,RO-OT-PIO,PIO,compound,cc0
RO-OT-PR,RO-OT-PRI,PRI,name,cc0
RO-OT-PT,RO-OT-POT,POT,name,cc0
RO-OT-RA,RO-OT-RAD,RAD,name,cc0
RO-OT-RE,RO-OT-RED,RED,name,cc0
RO-OT-RO,RO-OT-ROT,ROT,name,cc0
RO-OT-RU,RO-OT-RUS,RUS,name,cc0
RO-OT-SA,RO-OT-SAM,SAM,name,cc0
RO-OT-SB,RO-OT-SER,SER,name,cc0
RO-OT-SC,RO-OT-SCM,SCM,initials,cc0
RO-OT-SE,RO-OT-SEA,SEA,name,cc0
RO-OT-SH,RO-OT-SCH,SCH,name,cc0
RO-OT-SI,RO-OT-SLT,SLT,skeleton,cc0
RO-OT-SJ,RO-OT-STR,STR,name,cc0
RO-OT-SL,RO-OT-SLA,SLA,name,cc0
RO-OT-SN,RO-OT-STI,STI,name.ends,cc0
RO-OT-SO,RO-OT-SCO,SCO,name,cc0
RO-OT-SP,RO-OT-SPR,SPR,name,cc0
RO-OT-SR,RO-OT-SCA,SCA,name,cc0
RO-OT-ST,RO-OT-STO,STO,name,cc0
RO-OT-SU,RO-OT-STU,STU,name,cc0
RO-OT-TA,RO-OT-TAT,TAT,name,cc0
RO-OT-TE,RO-OT-TES,TES,name,cc0
RO-OT-TM,RO-OT-TIM,TIM,compound,cc0
RO-OT-TO,RO-OT-TOP,TOP,name,cc0
RO-OT-TR,RO-OT-TRA,TRA,name,cc0
RO-OT-TU,RO-OT-TUF,TUF,name,cc0
RO-OT-UL,RO-OT-ULM,ULM,name,spine
RO-OT-UR,RO-OT-URZ,URZ,name,cc0
RO-OT-VA,RO-OT-VAD,VAD,name,cc0
RO-OT-VC,RO-OT-VAL,VAL,name,cc0
RO-OT-VD,RO-OT-VLI,VLI,name.ends,spine
RO-OT-VE,RO-OT-VER,VER,name,cc0
RO-OT-VI,RO-OT-VIS,VIS,name,cc0
RO-OT-VL,RO-OT-VLA,VLA,name,cc0
RO-OT-VM,RO-OT-VAM,VAM,compound,cc0
RO-OT-VN,RO-OT-VIN,VIN,compound,cc0
RO-OT-VO,RO-OT-VOI,VOI,name,cc0
RO-OT-VR,RO-OT-VUI,VUI,name.ends,cc0
RO-OT-VT,RO-OT-VIT,VIT,name,cc0
RO-OT-VU,RO-OT-VUL,VUL,name,cc0
RO-PH-AC,RO-PH-SAE,SAE,name.ends,cc0
RO-PH-AD,RO-PH-ADU,ADU,name,cc0
RO-PH-AL,RO-PH-ALU,ALU,name,cc0
RO-PH-AO,RO-PH-APO,APO,name,cc0
RO-PH-AP,RO-PH-ALP,ALP,compound,cc0
RO-PH-AR,RO-PH-ARR,ARR,compound,cc0
RO-PH-AU,RO-PH-AZU,AZU,name,cc0
RO-PH-AZ,RO-PH-ARZ,ARZ,compound,cc0
RO-PH-BA,RO-PH-BAA,BAA,compound,cc0
RO-PH-BC,RO-PH-BAR,BAR,name,cc0
RO-PH-BD,RO-PH-BAD,BAD,compound,cc0
RO-PH-BE,RO-PH-BEI,BEI,name.ends,cc0
RO-PH-BI,RO-PH-BAI,BAI,name,cc0
RO-PH-BL,RO-PH-BLE,BLE,name,cc0
RO-PH-BM,RO-PH-BRM,BRM,compound,spine
RO-PH-BN,RO-PH-BAN,BAN,name,cc0
RO-PH-BO,RO-PH-BOL,BOL,name,spine
RO-PH-BR,RO-PH-BDS,BDS,initials,spine
RO-PH-BS,RO-PH-BOS,BOS,compound,cc0
RO-PH-BT,RO-PH-BAL,BAL,name,cc0
RO-PH-BU,RO-PH-BUC,BUC,name,cc0
RO-PH-BZ,RO-PH-BDJ,BDJ,initials,spine
RO-PH-CA,RO-PH-CAL,CAL,name,cc0
RO-PH-CD,RO-PH-CED,CED,compound,spine
RO-PH-CE,RO-PH-CER,CER,name,cc0
RO-PH-CH,RO-PH-CHI,CHI,name,cc0
RO-PH-CI,RO-PH-CID,CID,compound,spine
RO-PH-CM,RO-PH-CMI,CMI,compound.alt,cc0
RO-PH-CN,RO-PH-COM,COM,name,cc0
RO-PH-CO,RO-PH-COL,COL,name,cc0
RO-PH-CP,RO-PH-CAM,CAM,name,cc0
RO-PH-CR,RO-PH-CAR,CAR,name,cc0
RO-PH-CS,RO-PH-CDJ,CDJ,initials,spine
RO-PH-CU,RO-PH-COD,COD,compound,spine
RO-PH-DD,RO-PH-DDS,DDS,initials,spine
RO-PH-DM,RO-PH-DUI,DUI,name.ends,cc0
RO-PH-DR,RO-PH-DRA,DRA,name,cc0
RO-PH-DU,RO-PH-DUM,DUM,name,cc0
RO-PH-ER,RO-PH-BER,BER,name,cc0
RO-PH-FA,RO-PH-FAN,FAN,name,cc0
RO-PH-FD,RO-PH-FDP,FDP,initials,cc0
RO-PH-FI,RO-PH-FDT,FDT,initials,cc0
RO-PH-FL,RO-PH-FLO,FLO,name,cc0
RO-PH-FU,RO-PH-FDJ,FDJ,initials,spine
RO-PH-GC,RO-PH-GOC,GOC,compound,cc0
RO-PH-GH,RO-PH-GHE,GHE,name,cc0
RO-PH-GO,RO-PH-GOA,GOA,name.ends,cc0
RO-PH-GR,RO-PH-GOR,GOR,name,cc0
RO-PH-GU,RO-PH-GVI,GVI,compound.alt,cc0
RO-PH-GV,RO-PH-GUV,GUV,compound,cc0
RO-PH-IO,RO-PH-IOR,IOR,name,cc0
RO-PH-IZ,RO-PH-IZV,IZV,name,cc0
RO-PH-JU,RO-PH-JUG,JUG,name,cc0
RO-PH-LA,RO-PH-LAP,LAP,name,cc0
RO-PH-LI,RO-PH-LIP,LIP,name,cc0
RO-PH-LO,RO-PH-PLU,PLU,name.ends,cc0
RO-PH-MA,RO-PH-MAE,MAE,name.ends,cc0
RO-PH-MG,RO-PH-MAG,MAG,name,cc0
RO-PH-MI,RO-PH-MIZ,MIZ,name,cc0
RO-PH-MN,RO-PH-MAN,MAN,name,cc0
RO-PH-MU,RO-PH-MAU,MAU,compound,spine
RO-PH-OT,RO-PH-SOT,SOT,name,cc0
RO-PH-PA,RO-PH-PAC,PAC,name,cc0
RO-PH-PB,RO-PH-POB,POB,compound,cc0
RO-PH-PC,RO-PH-POC,POC,compound,cc0
RO-PH-PD,RO-PH-PDJ,PDJ,initials,cc0
RO-PH-PL,RO-PH-PLO,PLO,name,cc0
RO-PH-PM,RO-PH-PUM,PUM,compound,cc0
RO-PH-PN,RO-PH-PON,PON,compound,cc0
RO-PH-PO,RO-PH-PLI,PLI,name.ends,cc0
RO-PH-PP,RO-PH-POP,POP,compound,spine
RO-PH-PR,RO-PH-PRE,PRE,name,spine
RO-PH-PU,RO-PH-PAU,PAU,name,cc0
RO-PH-PV,RO-PH-PDS,PDS,initials,cc0
RO-PH-RA,RO-PH-RAF,RAF,name,cc0
RO-PH-SA,RO-PH-SAL,SAL,name,cc0
RO-PH-SC,RO-PH-SCO,SCO,name,cc0
RO-PH-SE,RO-PH-SEC,SEC,name,cc0
RO-PH-SF,RO-PH-STE,STE,name,cc0
RO-PH-SI,RO-PH-SIN,SIN,name,cc0
RO-PH-SJ,RO-PH-STR,STR,name,spine
RO-PH-SL,RO-PH-SLA,SLA,name,cc0
RO-PH-SN,RO-PH-SAN,SAN,name,cc0
RO-PH-SO,RO-PH-SOI,SOI,name,cc0
RO-PH-SR,RO-PH-SIR,SIR,name,cc0
RO-PH-ST,RO-PH-STA,STA,name,cc0
RO-PH-SU,RO-PH-SUR,SUR,name,cc0
RO-PH-TA,RO-PH-TAL,TAL,name,cc0
RO-PH-TE,RO-PH-TEI,TEI,name,cc0
RO-PH-TI,RO-PH-TIN,TIN,name,cc0
RO-PH-TL,RO-PH-TEL,TEL,name,cc0
RO-PH-TO,RO-PH-TOM,TOM,name,cc0
RO-PH-TS,RO-PH-TES,TES,name,spine
RO-PH-TT,RO-PH-TAT,TAT,name,cc0
RO-PH-UR,RO-PH-URL,URL,name,cc0
RO-PH-US,RO-PH-BUS,BUS,name,cc0
RO-PH-VA,RO-PH-VAL,VAL,name,cc0
RO-PH-VC,RO-PH-VAC,VAC,compound,cc0
RO-PH-VD,RO-PH-VDM,VDM,initials,cc0
RO-PH-VR,RO-PH-VAR,VAR,name,cc0
RO-SB-AD,RO-SB-AD,AD,initials,cc0
RO-SB-AG,RO-SB-AG,AG,name,cc0
RO-SB-AL,RO-SB-AL,AL,name,cc0
RO-SB-AR,RO-SB-AR,AR,any2,cc0
RO-SB-AS,RO-SB-AS,AS,initials,cc0
RO-SB-AT,RO-SB-AT,AT,name,cc0
RO-SB-AV,RO-SB-AV,AV,name,cc0
RO-SB-BA,RO-SB-BA,BA,name,cc0
RO-SB-BI,RO-SB-BI,BI,name,cc0
RO-SB-BL,RO-SB-BL,BL,name,cc0
RO-SB-BR,RO-SB-BD,BD,any2,cc0
RO-SB-BT,RO-SB-BR,BR,name,cc0
RO-SB-BU,RO-SB-BU,BU,any2,cc0
RO-SB-BZ,RO-SB-BZ,BZ,skeleton,cc0
RO-SB-CA,RO-SB-CT,CT,any2,cc0
RO-SB-CH,RO-SB-CH,CH,name,cc0
RO-SB-CI,RO-SB-CI,CI,name,cc0
RO-SB-CM,RO-SB-CM,CM,initials,cc0
RO-SB-CR,RO-SB-CR,CR,name,cc0
RO-SB-CT,RO-SB-CA,CA,name,cc0
RO-SB-DA,RO-SB-DA,DA,name,cc0
RO-SB-DU,RO-SB-DU,DU,name,cc0
RO-SB-GR,RO-SB-GR,GR,initials,cc0
RO-SB-HO,RO-SB-HO,HO,name,cc0
RO-SB-IA,RO-SB-IA,IA,name,cc0
RO-SB-JI,RO-SB-JI,JI,name,cc0
RO-SB-LA,RO-SB-LA,LA,name,cc0
RO-SB-LO,RO-SB-LO,LO,name,cc0
RO-SB-LU,RO-SB-LU,LU,name,cc0
RO-SB-MA,RO-SB-MA,MA,name,cc0
RO-SB-ME,RO-SB-ME,ME,name,cc0
RO-SB-MH,RO-SB-MI,MI,name,cc0
RO-SB-MI,RO-SB-MC,MC,skeleton,cc0
RO-SB-MO,RO-SB-MO,MO,name,cc0
RO-SB-MR,RO-SB-MR,MR,skeleton,cc0
RO-SB-MS,RO-SB-MS,MS,initials,cc0
RO-SB-NO,RO-SB-NO,NO,name,cc0
RO-SB-OR,RO-SB-OR,OR,name,cc0
RO-SB-OS,RO-SB-OS,OS,initials,cc0
RO-SB-PA,RO-SB-PA,PA,name,cc0
RO-SB-PD,RO-SB-PD,PD,initials,cc0
RO-SB-PO,RO-SB-PO,PO,name,cc0
RO-SB-PS,RO-SB-PS,PS,initials,cc0
RO-SB-RA,RO-SB-RC,RC,skeleton,cc0
RO-SB-RI,RO-SB-RA,RA,name,cc0
RO-SB-RO,RO-SB-RO,RO,name,cc0
RO-SB-RS,RO-SB-RS,RS,initials,cc0
RO-SB-SA,RO-SB-SD,SD,skeleton,cc0
RO-SB-SB,RO-SB-SE,SE,name,cc0
RO-SB-SE,RO-SB-SI,SI,any2,cc0
RO-SB-SI,RO-SB-SB,SB,skeleton,spine
RO-SB-SL,RO-SB-SL,SL,name,cc0
RO-SB-SM,RO-SB-SM,SM,initials,cc0
RO-SB-SR,RO-SB-SU,SU,any2,cc0
RO-SB-SS,RO-SB-SA,SA,name,cc0
RO-SB-SU,RO-SB-SR,SR,any2,cc0
RO-SB-TA,RO-SB-TL,TL,skeleton,cc0
RO-SB-TI,RO-SB-TI,TI,name,cc0
RO-SB-TN,RO-SB-TA,TA,name,cc0
RO-SB-TR,RO-SB-TR,TR,initials,cc0
RO-SB-VU,RO-SB-VU,VU,name,cc0
RO-SB-VV,RO-SB-VV,VV,initials,cc0
RO-SJ-AG,RO-SJ-AGR,AGR,name,spine
RO-SJ-AL,RO-SJ-A00,A00,sequential,cc0
RO-SJ-BA,RO-SJ-BAB,BAB,name,spine
RO-SJ-BC,RO-SJ-BOC,BOC,name,spine
RO-SJ-BE,RO-SJ-BEN,BEN,name,spine
RO-SJ-BL,RO-SJ-BAL,BAL,name,spine
RO-SJ-BN,RO-SJ-BAN,BAN,name,spine
RO-SJ-BO,RO-SJ-BOB,BOB,name,spine
RO-SJ-BU,RO-SJ-BUC,BUC,name,spine
RO-SJ-CA,RO-SJ-A01,A01,sequential,cc0
RO-SJ-CE,RO-SJ-CRE,CRE,name,spine
RO-SJ-CH,RO-SJ-CHI,CHI,name,spine
RO-SJ-CI,RO-SJ-CIZ,CIZ,name,spine
RO-SJ-CL,RO-SJ-A02,A02,sequential,cc0
RO-SJ-CN,RO-SJ-A03,A03,sequential,cc0
RO-SJ-CO,RO-SJ-A04,A04,sequential,cc0
RO-SJ-CR,RO-SJ-CRA,CRA,name,spine
RO-SJ-CS,RO-SJ-A05,A05,sequential,cc0
RO-SJ-CT,RO-SJ-CAR,CAR,name,spine
RO-SJ-CU,RO-SJ-CUZ,CUZ,name,spine
