pattern,code
Sx-Sx(-Sx)(-Sx),merge_after: 0 0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),merge_after: 1 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),merge_after: 2 & max_length: 2|5 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),merge_after: 2 1 0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 0|1 & drop_cols: 0_0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 1|2 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 1|3 1_1|3 1_1_1|3 1_1_1_1|- 2|1 & drop_cols: 0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 1|3 1_1|3 1_1_1|4 & drop_cols: 0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 1|3 1_1|3 1_1_1|4 1_1_1_1|4 & drop_cols: 0 & skip_empty: 1
Sx-Sx(-Sx)(-Sx),split_groups: 1|6 1_1|6 & drop_cols: 0
Sx-Sx(-Sx)(-Sx),split_groups: 1|6 1_1|6 & drop_cols: 0 & skip_empty: 1
Sx-Sx-(Sx),skip_empty: 1
Sx-Sx--Sx,split_groups: 2|- 0|2 & merge_after: 0_0 & skip_empty: 1
Sx-Sx-Sx,
Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx,drop_cols: 1 & skip_empty: 1
Sx-Sx-Sx,drop_cols: 2 & skip_empty: 1
Sx-Sx-Sx,keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1
Sx-Sx-Sx,merge_after: 1 & skip_empty: 1
Sx-Sx-Sx,skip_empty: 1
Sx-Sx-Sx,split_groups: 0|[A-Z] & skip_empty: 1
Sx-Sx-Sx,split_groups: 1|1 & drop_cols: 0 1_0 & skip_empty: 1
Sx-Sx-Sx,split_groups: 1|2 1_1|1 & drop_cols: 1_1_1 2 & skip_empty: 1
Sx-Sx-Sx,split_groups: 2|3 & keep_length: 1 2_0 & merge_after: 0 0 & skip_empty: 1
Sx-Sx-Sx( Sx),drop_cols: 3 & skip_empty: 1
Sx-Sx-Sx( Sx),split_groups: 0|3 & drop_cols: 3 & skip_empty: 1
Sx-Sx-Sx( Sx),split_groups: 2|3 & skip_empty: 1
Sx-Sx-Sx(-Sx),
Sx-Sx-Sx(-Sx),drop_cols: 0 & join_char:   & skip_empty: 1
Sx-Sx-Sx(-Sx),drop_cols: 3
Sx-Sx-Sx(-Sx),keep_length: 1 2 3 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx(-Sx),merge_after: 2 1 0
Sx-Sx-Sx(-Sx),no_conv: 1
Sx-Sx-Sx(-Sx),skip_empty: 1
Sx-Sx-Sx(-Sx),split_groups: 2|1 & drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),drop_cols: 0 & merge_after: 2 & join_char:   & skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),drop_cols: 3 4 & skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),keep_length: 1 2 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),skip_empty: 1
Sx-Sx-Sx(-Sx)(-Sx),split_groups: 1|4 2|4 & drop_cols: 1_0 2_0 & skip_empty: 1
Sx-Sx-Sx(.Sx),merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx(.Sx),merge_after: 2 & skip_empty: 1
Sx-Sx-Sx(.Sx),skip_empty: 1
Sx-Sx-Sx(.Sx),split_groups: 0|4 & drop_cols: 0_0 & skip_empty: 1
Sx-Sx-Sx(.Sx),split_groups: 1|6 1_1|6 & drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx,drop_cols: 0
Sx-Sx-Sx-Sx,drop_cols: 0 & keep_length: 2 3 & merge_after: 1 1 1 & skip_empty: 1
Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx,drop_cols: 3 & keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx,drop_cols: 3 & skip_empty: 1
Sx-Sx-Sx-Sx,drop_cols: 9 & keep_length: 2 3 & merge_after: 1 1 & skip_empty: 1
Sx-Sx-Sx-Sx,keep_length: 1 2 3 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx,keep_length: 1 3 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx,skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 0|2 & drop_cols: 0_0 & skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 0|4 1|4 3|[0] & merge_after: 0_0 0_0 0_0 0_0 0_0 & skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 2|. 2_1|. & skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 2|1 3|1 & skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 2|2 & drop_cols: 2_1 & keep_length: 1 2_0 & merge_after: 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx,split_groups: 3|2 & drop_cols: 3_1 & keep_length: 1 2 3_0 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx),drop_cols: 4 & keep_length: 1 2 3 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx),drop_cols: 4 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx),keep_length: 0 1 2 3 & merge_after: 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx),split_groups: 0|3 1|2 & merge_after: 0_0 2 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx),split_groups: 1|3 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx)|ADx,drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx)|ADx,drop_cols: 3 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx)|ADx,drop_cols: 4 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx)|ADx,split_groups: 1|2 & drop_cols: 1_1 4 & skip_empty: 1
Sx-Sx-Sx-Sx( Sx)|ADx,switch: 0|2 & skip_empty: 1
Sx-Sx-Sx-Sx(-Sx-Sx.Sx),drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx(-Sx-Sx.Sx),keep_length: 1 2 3 4 5 6 & merge_after: 0 0 0 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx(-Sx-Sx.Sx),skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),drop_cols: 0 & keep_length: 2 3 4 & merge_after: 1 1 1 1 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),drop_cols: 0 1 2 5 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),drop_cols: 5 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),keep_length: 1 & merge_after: 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),keep_length: 1 3 & merge_after: 0 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx( Sx),skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 4 5 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 5 & switch: 1|2 2|3 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 4 5 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,split_groups: 4|1 & drop_cols: 4_1 5 & keep_length: 2 3 4_0 & merge_after: 0 0 0 0 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx,switch: 0|2 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx( Sx),drop_cols: 6 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx( Sx),switch: 0|2 & skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx-Sx,skip_empty: 1
Sx-Sx-Sx-Sx-Sx-Sx-Sx Sx-Sx-Sx,skip_empty: 1
Sx-Sx.Sx-Sx-Sx-Sx-Sx.Sx,drop_cols: 0 & skip_empty: 1
Sx-Sx.Sx-Sx-Sx-Sx-Sx.Sx,keep_length: 2 3 & merge_after: 0 0 0 0 0 0 0 & skip_empty: 1
Sx-Sx.Sx-Sx-Sx-Sx-Sx.Sx,skip_empty: 1
Sx-Sx_Sx-Sx,drop_cols: 2 3 & skip_empty: 1
Sx-[S.]x,skip_empty: 1
Sx-[S.]x,split_groups: 1|. & skip_empty: 1
Sx-[S.]x,split_groups: 1|. 1_1|. & drop_cols: 0 & skip_empty: 1
Sx-[S.]x,split_groups: 1|. 1_1|. 1_1_1|. 1_1_1_1|. & drop_cols: 0 & skip_empty: 1
Sx-[S.]x,split_groups: 1|2 1_1|2 1_1_1|3 1_1_1_1|. & drop_cols: 0 & skip_empty: 1
Sx-[S.]x( -D4)(-D3),skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-S.x),skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. & keep_length: 1_1 & merge_after: 1_0 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. 3|. & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. 4|. & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),
Sx-[S.]x(-Sx)(-Sx)(-Sx),drop_cols: 0 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),merge_after: 1 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),merge_after: 4 3 2 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),merge_after: 4 3 2 1 0 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),split_groups: 1|. & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),split_groups: 1|. 1_0|3 & merge_after: 0 0 0 0 & skip_empty: 1
Sx-[S.]x(-Sx)(-Sx)(-Sx),split_groups: 1|6 1_1|6 & drop_cols: 0 & skip_empty: 1
Sx-\(Dx\)(-Sx)-Sx(-Sx),split_groups: 2|\s & merge_after: 2_0 & skip_empty: 1
Sx.,string_lengths: 2 2 3 3 & skip_empty: 1
Sx.Sx.(Sx.)Sx,split_groups: 2|. & skip_empty: 1
Sx/(S) (Sx)/(S) (Sx)/(S)( (Sx)/(S)),keep_length: 1 3 5 7 & merge_after: 6 4 2 0 & skip_empty: 1
Sx/(S) (Sx)/(S) (Sx)/(S)( (Sx)/(S)),split_groups: 4|. & skip_empty: 1
Sx/Dx,drop_cols: 1 & skip_empty: 1
Sx/Dx,skip_empty: 1
Sx/Sx/Sx,split_groups: 1|- & skip_empty: 1
Sx:Sx:Sx,skip_empty: 1
Sx\(S2\) Sx,skip_empty: 1
Sx_Sx(_+_.Sx),skip_empty: 1
Sx_Sx(_Sx),keep_length: 2 & merge_after: 1 & skip_empty: 1
Sx_Sx(_Sx),merge_after: 1 & skip_empty: 1
Sx_Sx(_Sx),skip_empty: 1
Sx_Sx(_Sx),split_groups: 1|3 & drop_cols: 0 & skip_empty: 1
Sx_Sx_Sx,skip_empty: 1
"Sx_[S&;,-]x_0","split_groups: 1|- 1_0|& 1_0_0|, 1_0_0_0|; & skip_empty: 1"
Sx_[S&]x(_Sx)(_Sx),merge_after: 2 1 0
Sx_[S&]x(_Sx)(_Sx),skip_empty: 1
Sx_[S.]x(_[S#.-]x),skip_empty: 1
Sx_[S.]x_[S.]x,skip_empty: 1
Sx_[S.]x_[S.]x(_[S.]x),skip_empty: 1
Sx_[S.]x_[S.]x(_[S.]x),split_groups: 0|2 1|. 2|. & drop_cols: 0_0 & skip_empty: 1
[DG]x-D2-D2-S2-S5.S-S4.S2,keep_length: 2 3 & merge_after: 0 0 0 0 0 0 0 & skip_empty: 1
[DG]x-D2-D2-S2-S5.S-S4.S2,skip_empty: 1
[S&-]x [S.]x [S&+-]x,max_length: 0|3 & skip_empty: 1
[S&-]x [S.]x [S&+-]x,split_groups: 0|- & drop_cols: 0_0 & skip_empty: 1
[S-]6 [S-]6,split_groups: 0|- 1|- & skip_empty: 1
[S.-]x_Sx_Sx,skip_empty: 1
[S.]x-Sx,skip_empty: 1
[S.]x-Sx(-Sx)(/Dx),skip_empty: 1
[S.]x-Sx(-Sx)(/Dx),split_groups: 0|. & skip_empty: 1
\(D3\) S.-x,drop_cols: 0 & skip_empty: 1
\(D3\) S.-x,merge_after: 0 & skip_empty: 1
\(D3\) S.-x,skip_empty: 1
\(D3\) S.-x,split_groups: 1|- & drop_cols: 0 & keep_length: 1_1 & merge_after: 1_0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- & drop_cols: 0 & keep_length: 1_1 & merge_after: 1_0 1_0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- & drop_cols: 0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- 1_0|. 1_1|- 1_1_0|. & merge_after: 0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- 1_0|. 1_1|- 1_1_0|. & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- 1_1|- 1_1_1|. & drop_cols: 0 & keep_length: 1_1_0 1_1_1_0 1_1_1_1 & merge_after: 1_0 1_0 1_0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- 1_1|. & drop_cols: 0 & keep_length: 1_1_0 & merge_after: 1_0 1_0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|- 1_1|. & drop_cols: 0 & keep_length: 1_1_0 1_1_1 & merge_after: 1_0 1_0 1_0 & skip_empty: 1
\(D3\) S.-x,split_groups: 1|. & drop_cols: 0 & merge_after: 1_0 1_0 & skip_empty: 1
\-D1- D2 S3 S-5,split_groups: 3|- 3_1|- & keep_length: 1 2 3_0 & merge_after: 0 0 0 & skip_empty: 1
aD9,split_groups: 0|2 & drop_cols: 0_0 & skip_empty: 1
sx-(s3_)D5,split_groups: 0|s 0_0|n & skip_empty: 1
{Sx-Sx-Sx-Sx-Sx},skip_empty: 1
